data,infected_Agrigento,infected_Alessandria,infected_Ancona,infected_Aosta,infected_Arezzo,infected_Ascoli_Piceno,infected_Asti,infected_Avellino,infected_Bari,infected_Barletta-Andria-Trani,infected_Belluno,infected_Benevento,infected_Bergamo,infected_Biella,infected_Bologna,infected_Bolzano,infected_Brescia,infected_Brindisi,infected_Cagliari,infected_Caltanissetta,infected_Campobasso,infected_Caserta,infected_Catania,infected_Catanzaro,infected_Chieti,infected_Como,infected_Cosenza,infected_Cremona,infected_Crotone,infected_Cuneo,infected_Enna,infected_Fermo,infected_Ferrara,infected_Firenze,infected_Foggia,infected_Forlì-Cesena,infected_Frosinone,infected_Genova,infected_Gorizia,infected_Grosseto,infected_Imperia,infected_Isernia,infected_L'Aquila,infected_La_Spezia,infected_Latina,infected_Lecce,infected_Lecco,infected_Livorno,infected_Lodi,infected_Lucca,infected_Macerata,infected_Mantova,infected_Massa_Carrara,infected_Matera,infected_Messina,infected_Milano,infected_Modena,infected_Monza_e_della_Brianza,infected_Napoli,infected_Novara,infected_Nuoro,infected_Oristano,infected_Padova,infected_Palermo,infected_Parma,infected_Pavia,infected_Perugia,infected_Pesaro_e_Urbino,infected_Pescara,infected_Piacenza,infected_Pisa,infected_Pistoia,infected_Pordenone,infected_Potenza,infected_Prato,infected_Ragusa,infected_Ravenna,infected_Reggio_di_Calabria,infected_Reggio_nell'Emilia,infected_Rieti,infected_Rimini,infected_Roma,infected_Rovigo,infected_Salerno,infected_Sassari,infected_Savona,infected_Siena,infected_Siracusa,infected_Sondrio,infected_Sud_Sardegna,infected_Taranto,infected_Teramo,infected_Terni,infected_Torino,infected_Trapani,infected_Trento,infected_Treviso,infected_Trieste,infected_Udine,infected_Varese,infected_Venezia,infected_Verbano-Cusio-Ossola,infected_Vercelli,infected_Verona,infected_Vibo_Valentia,infected_Vicenza,infected_Viterbo
2023-01-14 17:00:00,139346,155086,214456,46107,142344,102290,79647,162848,516501,135295,100490,101957,325192,68637,479163,273376,516511,154500,148087,95567,75120,378223,420548,111156,184357,249392,185938,139648,59372,209245,50566,83943,155914,422389,224844,211784,192386,341338,62785,88317,86631,25843,130379,96712,249482,343282,125402,145608,90655,172180,141415,180082,82751,66946,254320,1308667,310577,368308,1281968,130132,66554,54811,524293,420321,176654,224125,314979,134656,153512,109129,184440,122732,139017,128185,103003,123635,200033,207879,245108,67889,187624,1728789,118909,461345,134916,102212,112725,159016,67647,99944,217379,153113,99243,908030,137380,242194,478598,116807,243111,364927,449619,61901,61323,468881,52981,473724,105299
2023-01-15 17:00:00,139405,155105,214499,46111,142375,102326,79665,162908,516661,135338,100506,101987,325240,68650,479249,273402,516594,154552,148176,95592,75165,378314,420658,111202,184404,249428,186037,139675,59372,209259,50578,83966,155957,422470,224884,211820,192440,341387,62796,88332,86650,25848,130410,96727,249531,343413,125414,145650,90677,172219,141465,180115,82767,66955,254403,1308858,310627,368356,1282196,130147,66554,54820,524408,420536,176685,224162,315084,134679,153558,109141,184479,122750,139043,128208,103013,123667,200087,207937,245163,67911,187678,1729286,118935,461527,134939,102228,112754,159066,67663,99952,217449,153152,99276,908127,137447,242228,478721,116823,243168,364975,449718,61911,61325,468965,53018,473851,105313
2023-01-16 17:00:00,139425,155119,214530,46111,142399,102334,79676,162924,516716,135352,100514,101997,325262,68658,479322,273416,516634,154572,148176,95597,75180,378358,420692,111219,184460,249439,186125,139682,59406,209266,50581,83967,156000,422488,224896,211838,192486,341398,62797,88344,86655,25854,130454,96735,249602,343466,125422,145665,90689,172233,141481,180119,82776,66971,254424,1308936,310664,368376,1282298,130149,66586,54839,524446,420608,176724,224169,315149,134691,153659,109166,184493,122754,139058,128238,103023,123672,200108,207979,245194,67923,187691,1729767,118940,461595,134947,102237,112761,159079,67666,99978,217465,153182,99290,908177,137463,242250,478754,116829,243187,364986,449758,61915,61326,469009,53025,473904,105324
2023-01-17 17:00:00,139541,155180,214639,46123,142458,102369,79706,163015,517098,135415,100568,102054,325395,68675,479432,273544,516820,154653,148297,95653,75217,378533,420906,111345,184558,249522,186290,139747,59452,209292,50599,83996,155996,422644,225003,211889,192608,341503,62824,88369,86679,25864,130545,96767,249759,343702,125481,145732,90715,172299,141528,180191,82806,67001,254574,1309412,310727,368509,1282757,130205,66629,54839,524764,420906,176733,224254,315339,134758,153753,109202,184581,122791,139126,128299,103037,123754,200157,208086,245230,67948,187717,1730650,119017,461886,134997,102269,112816,159191,67678,100035,217602,153262,99370,908388,137530,242342,478943,116870,243299,365118,449979,61928,61352,469199,53044,474163,105372
2023-01-18 17:00:00,139616,155225,214675,46126,142508,102387,79720,163069,517281,135459,100596,102079,325494,68689,479546,273614,516951,154722,148368,95679,75244,378617,421048,111418,184691,249572,186379,139785,59462,209320,50621,84019,156068,422742,225070,211948,192678,341573,62849,88385,86705,25881,130594,96795,249834,343835,125511,145768,90733,172332,141566,180258,82826,67001,254669,1309705,310804,368572,1283028,130238,66649,54879,524969,421126,176801,224296,315466,134775,153840,109228,184646,122816,139173,128343,103061,123814,200202,208174,245310,67970,187754,1731359,119053,462034,135024,102289,112840,159261,67698,100074,217685,153312,99413,908567,137583,242386,479068,116917,243383,365199,450157,61943,61362,469307,53060,474335,105384
2023-01-19 17:00:00,139695,155280,214716,46131,142532,102414,79735,163141,517474,135485,100627,102111,325562,68701,479651,273685,517072,154768,148428,95712,75269,378718,421191,111489,184867,249636,186512,139824,59506,209346,50639,84037,156102,422829,225118,211995,192766,341616,62865,88408,86731,25894,130634,96800,249970,343964,125546,145795,90753,172365,141590,180296,82850,67025,254753,1309990,310867,368657,1283274,130268,66653,54909,525146,421323,176846,224351,315599,134800,153919,109256,184708,122833,139206,128356,103074,123855,200265,208213,245359,68004,187780,1731983,119090,462187,135067,102309,112871,159327,67716,100099,217769,153367,99454,908678,137615,242425,479202,116943,243450,365282,450289,61957,61369,469418,53072,474485,105411
2023-01-20 17:00:00,139758,155323,214767,46135,142567,102435,79743,163220,517665,135514,100650,102150,325632,68716,479745,273746,517167,154814,148478,95736,75286,378786,421322,111553,185306,249670,186631,139861,59533,209364,50648,84056,156161,422911,225157,212025,192844,341669,62881,88432,86745,25906,130662,96818,250045,344064,125573,145844,90767,172389,141612,180333,82862,67043,254849,1310221,310933,368729,1283537,130287,66687,54941,525347,421473,176891,224390,315728,134836,153993,109278,184772,122854,139236,128375,103086,123893,200313,208251,245411,68035,187800,1732564,119109,462331,135103,102324,112891,159399,67721,100126,217837,153411,99493,908766,137652,242471,479353,116972,243503,365343,450410,61969,61378,469484,53082,474594,105440
2023-01-21 17:00:00,139804,155371,214812,46136,142616,102460,79759,163260,517830,135534,100682,102169,325690,68729,479793,273790,517235,154848,148510,95756,75295,378855,421400,111608,185687,249715,186755,139901,59537,209384,50653,84063,156217,422984,225206,212052,192897,341743,62899,88447,86774,25933,130695,96826,250115,344144,125592,145871,90787,172411,141639,180366,82876,67057,254909,1310474,310970,368794,1283742,130313,66693,54950,525515,421598,176916,224428,315831,134859,154046,109294,184817,122862,139261,128405,103100,123934,200380,208309,245471,68057,187843,1733025,119125,462436,135142,102344,112915,159445,67736,100153,217878,153431,99526,908848,137679,242516,479431,117016,243549,365405,450538,61980,61382,469566,53099,474709,105452
2023-01-22 17:00:00,139839,155397,214842,46137,142633,102467,79768,163284,517912,135550,100704,102181,325729,68733,479862,273820,517283,154872,148531,95766,75312,378912,421457,111659,185709,249743,186839,139926,59537,209402,50653,84079,156238,423036,225222,212101,192954,341774,62899,88464,86794,25947,130706,96832,250194,344203,125612,145889,90804,172426,141650,180392,82884,67061,254967,1310651,311000,368854,1283875,130326,66693,54957,525582,421692,176956,224453,315920,134872,154072,109311,184848,122871,139261,128412,103106,123962,200426,208336,245526,68066,187872,1733436,119154,462520,135157,102356,112930,159476,67743,100157,217907,153453,99548,908898,137703,242544,479490,117016,243549,365450,450596,61985,61386,469608,53124,474800,105463
2023-01-23 17:00:00,139857,155426,214848,46138,142647,102474,79773,163299,517958,135560,100714,102185,325749,68732,479928,273841,517324,154881,148544,95772,75318,378947,421496,111677,186036,249746,186888,139940,59564,209417,50657,84080,156257,423053,225240,212120,192968,341790,62900,88465,86795,25948,130725,96833,250231,344230,125620,145899,90805,172430,141661,180406,82890,67072,254991,1310739,311048,368878,1283964,130330,66693,54957,525605,421756,176979,224467,315984,134874,154118,109328,184854,122876,139276,128423,103120,123967,200432,208347,245539,68070,187879,1733780,119161,462551,135166,102361,112932,159489,67751,100172,217925,153474,99550,908930,137714,242551,479498,117025,243569,365471,450633,61989,61388,469632,53131,474843,105467
2023-01-24 17:00:00,139937,155495,214888,46141,142700,102501,79793,163352,518230,135603,100749,102222,325855,68742,480034,273945,517461,154956,148618,95792,75335,379043,421656,111760,186122,249804,186971,139992,59587,209454,50674,84094,156273,423174,225304,212141,193052,341890,62923,88479,86822,25953,130759,96856,250341,344364,125662,145952,90841,172469,141705,180465,82910,67096,255090,1311188,311091,369011,1284254,130387,66731,54997,525823,421929,176980,224529,316062,134896,154217,109355,184933,122896,139309,128453,103135,124021,200471,208409,245578,68076,187890,1734624,119208,462683,135201,102383,112953,159561,67760,100200,217992,153522,99571,909103,137752,242620,479674,117080,243653,365589,450764,62004,61398,469774,53138,475047,105495
2023-01-25 17:00:00,139996,155539,214925,46149,142727,102518,79808,163384,518354,135628,100787,102240,325947,68766,480118,274021,517582,155002,148662,95809,75351,379109,421732,111793,186180,249843,187039,140022,59604,209476,50682,84099,156331,423247,225349,212200,193110,341950,62945,88489,86842,25965,130817,96863,250418,344447,125702,145975,90865,172498,141736,180505,82937,67116,255141,1311489,311142,369103,1284482,130412,66750,55016,525973,422057,177054,224573,316138,134912,154276,109377,184968,122904,139348,128475,103153,124045,200534,208452,245615,68094,187918,1735220,119244,462778,135214,102401,112976,159592,67769,100230,218037,153562,99601,909209,137782,242655,479805,117128,243737,365656,450947,62010,61404,469849,53151,475169,105525
2023-01-26 17:00:00,140044,155577,214946,46154,142757,102536,79826,163411,518473,135649,100802,102255,326016,68776,480207,274108,517690,155039,148718,95836,75359,379151,421793,111828,186242,249882,187108,140057,59626,209504,50691,84109,156364,423316,225397,212221,193183,341991,62958,88506,86861,25973,130850,96871,250472,344510,125730,145998,90891,172541,141755,180549,82950,67128,255218,1311781,311169,369187,1284651,130432,66762,55028,526128,422205,177087,224621,316251,134932,154352,109398,184999,122915,139384,128511,103165,124086,200586,208484,245648,68112,187936,1735814,119273,462855,135292,102417,113000,159639,67778,100251,218076,153594,99628,909318,137805,242702,479940,117159,243781,365713,451085,62021,61422,469940,53167,475283,105547
2023-01-27 17:00:00,140074,155632,214978,46154,142785,102547,79840,163434,518583,135664,100836,102276,326072,68785,480297,274178,517774,155064,148755,95858,75376,379194,421864,111867,186275,249922,187155,140078,59630,209521,50702,84129,156384,423383,225423,212238,193218,342040,62972,88522,86879,25977,130877,96884,250536,344566,125750,146024,90909,172570,141769,180585,82966,67141,255252,1312044,311232,369265,1284824,130466,66780,55039,526277,422291,177139,224653,316359,134940,154433,109399,185031,122931,139414,128533,103184,124101,200629,208507,245725,68118,187957,1736403,119303,462951,135345,102436,113025,159668,67787,100264,218112,153637,99662,909435,137820,242758,480051,117183,243821,365781,451187,62024,61429,469995,53176,475404,105561
2023-01-28 17:00:00,140111,155658,215019,46156,142815,102565,79847,163472,518689,135685,100854,102290,326131,68789,480369,274233,517866,155093,148801,95940,75386,379253,422149,111894,186330,249950,187216,140096,59645,209547,50761,84141,156401,423455,225444,212279,193264,342079,62981,88535,86902,25983,130895,96889,250621,344652,125767,146048,90918,172596,141796,180619,82978,67149,255408,1312285,311271,369341,1284989,130483,66780,55046,526397,422877,177179,224688,316440,134951,154455,109425,185074,122944,139446,128549,103194,124225,200655,208538,245783,68123,187972,1736971,119339,463031,135363,102458,113040,159754,67804,100278,218138,153658,99691,909515,138074,242795,480170,117213,243862,365840,451292,62032,61433,470065,53192,475531,105579
2023-01-29 17:00:00,140139,155695,215051,46158,142829,102575,79850,163491,518759,135703,100866,102300,326165,68796,480413,274259,517931,155116,148827,95950,75399,379290,422208,111915,186359,249978,187252,140116,59651,209563,50764,84158,156429,423506,225468,212311,193301,342112,62987,88548,86918,25994,130910,96896,250693,344710,125785,146063,90926,172616,141816,180640,82984,67161,255448,1312446,311311,369391,1285107,130491,66780,55053,526484,422951,177215,224708,316529,134959,154478,109444,185094,122955,139460,128556,103200,124236,200690,208585,245800,68134,188007,1737364,119387,463086,135372,102464,113052,159780,67815,100282,218169,153673,99714,909583,138090,242820,480235,117220,243884,365876,451359,62040,61440,470112,53216,475598,105585
2023-01-30 17:00:00,140143,155732,215066,46162,142838,102582,79854,163507,518800,135713,100867,102302,326183,68799,480479,274279,517954,155129,148839,95956,75405,379314,422242,111930,186367,249990,187275,140118,59661,209571,50764,84159,156449,423523,225479,212328,193311,342121,62987,88558,86919,26001,130915,96900,250709,344732,125790,146075,90933,172629,141824,180651,82990,67166,255463,1312509,311319,369417,1285198,130507,66780,55053,526501,422995,177243,224719,316553,134963,154514,109453,185105,122957,139469,128567,103202,124240,200687,208596,245829,68138,188013,1737736,119400,463106,135374,102472,113056,159790,67817,100290,218175,153683,99722,909619,138099,242826,480271,117225,243898,365887,451390,62042,61440,470132,53221,475632,105588
2023-01-31 17:00:00,140195,155798,215119,46165,142877,102602,79864,163536,518965,135730,100898,102319,326308,68812,480564,274400,518076,155164,148925,95987,75411,379371,422357,112006,186415,250057,187354,140159,59681,209614,50767,84173,156471,423609,225531,212339,193373,342225,63006,88582,86963,26002,130947,96911,250824,344833,125832,146122,90982,172673,141855,180719,83010,67176,255572,1312908,311387,369557,1285365,130536,66839,55090,526702,423158,177245,224772,316665,134979,154589,109467,185165,122976,139498,128592,103229,124280,200734,208648,245854,68156,188047,1738619,119431,463199,135401,102495,113080,159848,67824,100317,218214,153725,99770,909774,138131,242876,480433,117250,243972,365995,451572,62053,61457,470264,53227,475822,105624
2023-02-01 17:00:00,140225,155847,215146,46168,142907,102623,79869,163559,519050,135744,100927,102331,326399,68876,480665,274466,518146,155179,148998,95995,75426,379412,422424,112039,186449,250097,187417,140176,59693,209635,50776,84191,156521,423680,225559,212385,193424,342292,63016,88592,86998,26007,130979,96919,250894,344900,125859,146144,90992,172703,141869,180763,83027,67179,255632,1313145,311425,369634,1285543,130569,66855,55100,526867,423282,177303,224805,316763,134992,154633,109504,185207,122992,139532,128616,103243,124300,200801,208683,245913,68174,188072,1739164,119454,463289,135442,102504,113111,159878,67838,100330,218240,153753,99801,909898,138160,242922,480564,117274,244018,366059,451691,62069,61474,470339,53240,475925,105654
2023-02-02 17:00:00,140258,155862,215181,46176,142935,102632,79877,163592,519132,135755,100945,102340,326467,68881,480744,274533,518242,155203,149036,96007,75430,379462,422493,112079,186661,250133,187483,140205,59719,209656,50779,84201,156558,423764,225594,212419,193467,342364,63032,88607,87016,26010,131040,96957,250986,344982,125873,146177,91012,172724,141889,180807,83035,67186,255708,1313414,311473,369712,1285726,130582,66868,55119,527036,423374,177355,224847,316824,135005,154744,109528,185250,123020,139549,128639,103254,124323,200848,208724,245938,68189,188091,1739839,119478,463385,135457,102522,113130,159933,67846,100347,218257,153994,99828,909950,138187,242959,480679,117298,244057,366139,451816,62073,61481,470408,53252,476024,105667
2023-02-03 17:00:00,140281,155933,215233,46176,142971,102660,79882,163610,519213,135770,100952,102351,326540,68897,480835,274606,518329,155236,149085,96020,75437,379507,422547,112097,186688,250169,187534,140226,59726,209687,50779,84219,156605,423830,225631,212427,193515,342408,63042,88621,87026,26013,131056,96974,251052,345058,125883,146217,91040,172747,141977,180835,83048,67193,255746,1313618,311511,369778,1285865,130610,66894,55136,527155,423502,177405,224880,316914,135029,154799,109531,185284,123041,139578,128653,103263,124332,200887,208766,245998,68200,188109,1740327,119513,463457,135467,102537,113158,159969,67854,100367,218283,154017,99854,910057,138206,242999,480779,117314,244094,366202,451953,62084,61506,470467,53262,476096,105684
2023-02-04 17:00:00,140312,155969,215262,46177,143001,102673,79890,163632,519288,135780,100964,102371,326597,68907,480899,274671,518415,155255,149119,96037,75442,379549,422604,112119,186723,250191,187590,140253,59729,209703,50791,84225,156618,423895,225649,212471,193565,342453,63051,88649,87054,26018,131067,96977,251112,345118,125910,146254,91058,172768,142000,180858,83063,67204,255814,1313850,311546,369831,1285976,130635,66903,55142,527294,423578,177456,224923,316993,135042,154834,109536,185324,123050,139596,128668,103274,124378,200933,208797,246038,68207,188136,1741101,119563,463544,135548,102557,113176,160005,67861,100383,218300,154041,99872,910143,138236,243029,480906,117338,244133,366254,452044,62092,61520,470545,53280,476193,105701
