data,infected_Agrigento,infected_Alessandria,infected_Ancona,infected_Aosta,infected_Arezzo,infected_Ascoli_Piceno,infected_Asti,infected_Avellino,infected_Bari,infected_Barletta-Andria-Trani,infected_Belluno,infected_Benevento,infected_Bergamo,infected_Biella,infected_Bologna,infected_Bolzano,infected_Brescia,infected_Brindisi,infected_Cagliari,infected_Caltanissetta,infected_Campobasso,infected_Caserta,infected_Catania,infected_Catanzaro,infected_Chieti,infected_Como,infected_Cosenza,infected_Cremona,infected_Crotone,infected_Cuneo,infected_Enna,infected_Fermo,infected_Ferrara,infected_Firenze,infected_Foggia,infected_Forlì-Cesena,infected_Frosinone,infected_Genova,infected_Gorizia,infected_Grosseto,infected_Imperia,infected_Isernia,infected_L'Aquila,infected_La_Spezia,infected_Latina,infected_Lecce,infected_Lecco,infected_Livorno,infected_Lodi,infected_Lucca,infected_Macerata,infected_Mantova,infected_Massa_Carrara,infected_Matera,infected_Messina,infected_Milano,infected_Modena,infected_Monza_e_della_Brianza,infected_Napoli,infected_Novara,infected_Nuoro,infected_Oristano,infected_Padova,infected_Palermo,infected_Parma,infected_Pavia,infected_Perugia,infected_Pesaro_e_Urbino,infected_Pescara,infected_Piacenza,infected_Pisa,infected_Pistoia,infected_Pordenone,infected_Potenza,infected_Prato,infected_Ragusa,infected_Ravenna,infected_Reggio_di_Calabria,infected_Reggio_nell'Emilia,infected_Rieti,infected_Rimini,infected_Roma,infected_Rovigo,infected_Salerno,infected_Sassari,infected_Savona,infected_Siena,infected_Siracusa,infected_Sondrio,infected_Sud_Sardegna,infected_Taranto,infected_Teramo,infected_Terni,infected_Torino,infected_Trapani,infected_Trento,infected_Treviso,infected_Trieste,infected_Udine,infected_Varese,infected_Venezia,infected_Verbano-Cusio-Ossola,infected_Vercelli,infected_Verona,infected_Vibo_Valentia,infected_Vicenza,infected_Viterbo
2023-01-01 17:00:00,137687,154280,213227,45977,141440,101551,79257,161252,511653,134345,99739,101034,323571,68340,476939,272415,513980,152929,146561,94723,74246,375727,416880,109461,182535,248336,183060,138883,58756,208571,50142,83420,154986,420680,222982,210664,191003,339821,62411,87818,86262,25647,129256,96092,247179,339664,124727,144630,90143,171225,140383,178972,82212,66486,251859,1303019,309139,366607,1275268,129506,65877,54344,520167,414981,175649,223061,312351,133931,151747,108671,183436,122307,138017,127098,102585,122120,198846,206183,243766,67426,186747,1714586,118113,457025,133746,101719,112076,157521,67343,99111,215427,151730,98305,904768,135944,240979,475270,116108,241377,363327,446405,61667,61110,466219,52633,470302,104629
2023-01-02 17:00:00,137732,154299,213256,45985,141476,101571,79271,161290,511839,134386,99756,101036,323610,68353,477063,272434,514057,152988,146623,94742,74281,375781,416956,109484,182535,248356,183150,138899,58756,208589,50146,83437,155091,420706,223043,210756,191025,339867,62411,87828,86266,25651,129256,96114,247222,339816,124743,144647,90153,171237,140421,178976,82220,66517,251914,1303140,309236,366640,1275424,129533,65877,54386,520266,415078,175735,223087,312463,133946,151747,108711,183459,122317,138049,127139,102599,122164,198956,206235,243897,67449,186804,1715062,118135,457115,134057,101750,112099,157552,67356,99272,215482,151730,98322,904844,135965,241019,475413,116116,241412,363349,446474,61679,61114,466287,52658,470389,104648
2023-01-03 17:00:00,137955,154445,213444,46000,141629,101693,79335,161571,512523,134515,99882,101208,323883,68404,477310,272593,514516,153263,146877,94894,74309,376198,417492,109780,182807,248591,183651,139045,58851,208754,50226,83503,155122,420989,223340,210872,191258,340157,62486,87903,86335,25654,129412,96243,247611,340319,124880,144807,90239,171414,140561,179217,82335,66605,252258,1304120,309356,366970,1276496,129647,66123,54456,520949,415845,175775,223287,312832,134040,152064,108749,183648,122383,138213,127301,102653,122383,199077,206452,243978,67524,186890,1717344,118266,457821,134245,101835,112202,157751,67395,99404,215772,152051,98467,905450,136143,241194,475892,116224,241743,363689,446976,61724,61164,466740,52688,471007,104755
2023-01-04 17:00:00,138098,154534,213584,46008,141725,101784,79398,161747,513031,134621,99939,101315,324049,68444,477570,272665,514812,153406,147057,94978,74461,376462,417887,109926,183019,248702,183880,139119,58913,208844,50261,83566,155251,421194,223526,211024,191415,340323,62528,87973,86373,25689,129556,96315,247834,340676,124979,144906,90293,171518,140688,179329,82416,66646,252532,1304724,309562,367156,1277253,129719,66202,54503,521465,416444,175969,223400,313154,134134,152247,108808,183756,122444,138329,127407,102696,122511,199238,206599,244169,67575,186999,1718748,118358,458284,134391,101889,112285,157925,67430,99451,215989,152214,98596,905871,136264,241325,476314,116312,241958,363888,447404,61750,61191,467073,52729,471455,104871
2023-01-05 17:00:00,138255,154617,213707,46026,141822,101875,79436,161927,513524,134716,100032,101395,324188,68477,477791,272728,515109,153579,147231,95067,74554,376702,418203,110090,183277,248808,184162,139189,58978,208913,50290,83624,155368,421358,223728,211164,191546,340471,62562,88020,86409,25706,129696,96381,248070,341087,125043,145014,90355,171619,140810,179437,82481,66697,252755,1305310,309711,367357,1278034,129784,66218,54553,521945,416974,176067,223499,313427,134213,152407,108863,183866,122484,138419,127500,102726,122608,199369,206771,244318,67623,187085,1720128,118461,458755,134496,101929,112350,158081,67455,99496,216206,152347,98703,906196,136427,241471,476722,116387,242140,364063,447858,61780,61204,467382,52759,471821,104950
2023-01-06 17:00:00,138446,154691,213840,46037,141899,101951,79477,162067,514048,134830,100121,101486,324323,68514,478011,272796,515356,153771,147372,95161,74664,376963,418554,110261,183460,248888,184407,139256,59064,208972,50347,83689,155461,421505,223917,211298,191681,340625,62604,88070,86443,25734,129780,96443,248269,341466,125089,145120,90402,171704,140927,179550,82527,66738,253020,1305833,309875,367498,1278663,129836,66259,54598,522327,417504,176164,223606,313647,134279,152561,108907,183957,122528,138516,127612,102762,122736,199487,207052,244448,67664,187176,1721489,118513,459150,134567,101983,112404,158238,67485,99514,216431,152440,98799,906468,136541,241602,477073,116460,242288,364220,448172,61796,61221,467591,52790,472162,105004
2023-01-07 17:00:00,138499,154709,213871,46039,141919,101970,79482,162097,514201,134856,100128,101500,324360,68525,478158,272817,515410,153820,147414,95188,74726,377044,418620,110291,183498,248908,184515,139264,59143,208988,50353,83697,155533,421532,223967,211357,191696,340654,62610,88080,86451,25742,129801,96460,248326,341590,125102,145132,90410,171723,140949,179566,82543,66752,253074,1305954,309931,367528,1278863,129854,66299,54625,522387,417688,176257,223631,313723,134291,152631,108946,183965,122544,138527,127646,102774,122755,199592,207100,244549,67676,187223,1721980,118535,459258,134583,101994,112419,158275,67501,99548,216476,152501,98818,906533,136611,241631,477169,116481,242344,364238,448240,61801,61227,467645,52797,472232,105009
2023-01-08 17:00:00,138622,154777,213980,46046,141999,102053,79508,162248,514540,134920,100169,101596,324501,68545,478297,272865,515617,153946,147510,95257,74780,377268,419002,110454,183637,248989,184729,139318,59147,209022,50406,83760,155557,421683,224108,211417,191848,340742,62645,88126,86486,25772,129874,96504,248477,341893,125147,145227,90452,171820,141045,179667,82602,66752,253419,1306417,310016,367645,1279426,129884,66299,54625,522698,418092,176282,223711,313922,134370,152751,108978,184052,122591,138601,127775,102815,122873,199635,207257,244627,67709,187280,1723236,118588,459646,134638,102031,112467,158392,67524,99617,216622,152606,98912,906779,136727,241715,477360,116531,242462,364327,448449,61812,61247,467856,52821,472494,105065
2023-01-09 17:00:00,138695,154807,214014,46046,142023,102070,79531,162300,514679,134956,100174,101617,324543,68551,478398,272889,515698,153991,147538,95280,74820,377369,419119,110485,183683,249017,184887,139336,59197,209043,50411,83773,155626,421697,224158,211469,191870,340769,62649,88137,86492,25778,129891,96513,248591,341999,125168,145243,90463,171846,141070,179686,82607,66812,253474,1306581,310080,367692,1279704,129901,66348,54661,522760,418336,176357,223741,314011,134386,152860,108989,184066,122603,138614,127791,102831,122893,199683,207340,244712,67741,187337,1723890,118596,459766,134656,102044,112480,158426,67538,99695,216674,152651,98929,906875,136797,241743,477460,116553,242508,364361,448519,61822,61248,467899,52837,472553,105079
2023-01-10 17:00:00,138928,154892,214168,46070,142127,102148,79558,162489,515398,135069,100310,101752,324785,68581,478609,273093,516012,154167,147715,95393,74907,377681,419632,110827,183865,249150,185201,139464,59233,209105,50451,83831,155647,421929,224430,211531,192035,340976,62694,88198,86540,25796,130079,96585,248835,342397,125259,145368,90549,171973,141191,179848,82667,66812,253788,1307361,310207,367932,1280375,129990,66426,54703,523271,418976,176375,223879,314276,134504,153094,109035,184205,122650,138756,127977,102904,123289,199741,207536,244774,67786,187390,1725589,118728,460280,134748,102102,112556,158622,67559,99769,216910,152832,99028,907304,136981,241894,477792,116630,242710,364553,448872,61846,61277,468223,52877,472983,105171
2023-01-11 17:00:00,139047,154930,214245,46083,142206,102190,79576,162602,515726,135129,100367,101813,324905,68595,478775,273169,516171,154264,147833,95443,74983,377833,419867,110925,183947,249230,185457,139520,59272,209129,50511,83859,155765,422088,224543,211592,192127,341074,62722,88246,86566,25810,130186,96627,249048,342638,125301,145454,90586,172050,141254,179916,82695,66885,253925,1307776,310338,368060,1280886,130030,66476,54732,523575,419300,176496,223954,314470,134549,153229,109087,184277,122676,138831,127995,102942,123359,199822,207640,244897,67830,187460,1726520,118800,460611,134798,102126,112610,158724,67586,99844,217051,152903,99105,907466,137134,241986,478058,116682,242832,364683,449129,61861,61284,468420,52907,473222,105214
2023-01-12 17:00:00,139168,155016,214315,46092,142266,102231,79612,162701,516018,135173,100403,101861,325006,68615,478929,273232,516294,154335,147905,95492,75022,377971,420141,111007,184065,249299,185667,139564,59298,209177,50538,83889,155829,422214,224653,211684,192229,341182,62746,88273,86588,25821,130260,96652,249216,342868,125337,145523,90611,172097,141322,179984,82718,66900,254088,1308114,310429,368150,1281332,130081,66487,54765,523873,419724,176559,224014,314688,134590,153340,109116,184343,122689,138891,128069,102958,123516,199906,207741,244972,67853,187524,1727364,118842,460858,134847,102160,112650,158839,67617,99885,217177,152987,99156,907717,137209,242050,478288,116732,242948,364784,449324,61880,61301,468603,52931,473424,105241
2023-01-13 17:00:00,139255,155057,214391,46101,142308,102262,79632,162785,516291,135243,100444,101907,325103,68627,479064,273294,516414,154431,148016,95531,75086,378095,420352,111100,184215,249348,185810,139604,59299,209221,50547,83925,155873,422289,224765,211738,192315,341266,62768,88302,86614,25831,130327,96698,249362,343093,125367,145564,90637,172144,141381,180026,82738,66919,254197,1308390,310518,368234,1281678,130107,66533,54799,524097,420046,176605,224064,314853,134617,153446,109119,184402,122710,138953,128122,102987,123564,199971,207806,245056,67873,187579,1728061,118871,461109,134880,102188,112699,158930,67633,99930,217289,153050,99204,907884,137271,242126,478456,116775,243039,364856,449478,61889,61313,468737,52954,473595,105278
