data,infected_Agrigento,infected_Alessandria,infected_Ancona,infected_Aosta,infected_Arezzo,infected_Ascoli_Piceno,infected_Asti,infected_Avellino,infected_Bari,infected_Barletta-Andria-Trani,infected_Belluno,infected_Benevento,infected_Bergamo,infected_Biella,infected_Bologna,infected_Bolzano,infected_Brescia,infected_Brindisi,infected_Cagliari,infected_Caltanissetta,infected_Campobasso,infected_Caserta,infected_Catania,infected_Catanzaro,infected_Chieti,infected_Como,infected_Cosenza,infected_Cremona,infected_Crotone,infected_Cuneo,infected_Enna,infected_Fermo,infected_Ferrara,infected_Firenze,infected_Foggia,infected_Forlì-Cesena,infected_Frosinone,infected_Genova,infected_Gorizia,infected_Grosseto,infected_Imperia,infected_Isernia,infected_L'Aquila,infected_La_Spezia,infected_Latina,infected_Lecce,infected_Lecco,infected_Livorno,infected_Lodi,infected_Lucca,infected_Macerata,infected_Mantova,infected_Massa_Carrara,infected_Matera,infected_Messina,infected_Milano,infected_Modena,infected_Monza_e_della_Brianza,infected_Napoli,infected_Novara,infected_Nuoro,infected_Oristano,infected_Padova,infected_Palermo,infected_Parma,infected_Pavia,infected_Perugia,infected_Pesaro_e_Urbino,infected_Pescara,infected_Piacenza,infected_Pisa,infected_Pistoia,infected_Pordenone,infected_Potenza,infected_Prato,infected_Ragusa,infected_Ravenna,infected_Reggio_di_Calabria,infected_Reggio_nell'Emilia,infected_Rieti,infected_Rimini,infected_Roma,infected_Rovigo,infected_Salerno,infected_Sassari,infected_Savona,infected_Siena,infected_Siracusa,infected_Sondrio,infected_Sud_Sardegna,infected_Taranto,infected_Teramo,infected_Terni,infected_Torino,infected_Trapani,infected_Trento,infected_Treviso,infected_Trieste,infected_Udine,infected_Varese,infected_Venezia,infected_Verbano-Cusio-Ossola,infected_Vercelli,infected_Verona,infected_Vibo_Valentia,infected_Vicenza,infected_Viterbo
2021-01-11 17:00:00,4437,18334,13236,7264,11209,5520,10653,9175,39329,11645,16196,4974,29224,7116,43349,31644,45992,7536,7733,4801,4719,36228,31869,3938,8196,36013,7906,15167,2407,28669,3651,5552,10573,34917,22145,14598,15092,36630,7046,4300,6836,2345,11499,8773,16505,8212,14048,9303,11085,13080,10160,17998,7893,3749,13481,179981,33799,49717,121930,16288,6912,2746,52483,29676,13660,26124,22624,10967,7635,16140,17298,10703,12110,7841,10731,7401,14666,10258,26130,5764,16688,130269,8749,28010,11069,8519,5341,7031,9151,5565,12708,10061,7066,108648,7295,23709,56785,11870,24867,54355,45182,7246,7870,56023,2336,47858,9618
2021-01-12 17:00:00,4489,18379,13355,7274,11242,5589,10718,9178,39727,11796,16273,5006,29250,7136,43709,31743,46127,7632,7870,4924,4741,36295,32355,3968,8224,36067,7945,15174,2409,28894,3697,5589,10699,34993,22444,14748,15327,36714,7150,4306,6911,2347,11526,8810,17259,8294,14085,9315,11124,13100,10229,18152,7902,3766,13812,180351,34003,49765,122489,16335,6970,2774,52838,30258,13701,26219,22792,11141,7692,16267,17319,10718,12318,7980,10750,7442,14742,10426,26366,5831,16909,130393,8831,28250,11170,8594,5433,7052,9203,5652,12940,10104,7099,109068,7526,23943,57121,11935,25119,54499,45738,7283,7900,56429,2346,48128,9804
2021-01-13 17:00:00,4568,18479,13571,7293,11319,5606,10763,9213,40162,12013,16351,5022,29368,7186,43926,32012,46492,7724,7921,4995,4817,36450,32912,4062,8366,36188,8029,15253,2425,29009,3759,5616,10846,35103,22562,14861,15555,36853,7204,4310,6964,2368,11582,8899,17307,8398,14174,9379,11184,13144,10350,18354,7922,3775,14192,180895,34085,49894,123068,16402,7022,2784,53190,30703,13743,26425,23048,11222,7752,16348,17361,10729,12443,8041,10818,7475,14887,10503,26536,5941,17077,131491,8926,28498,11211,8682,5500,7270,9243,5731,13050,10152,7137,109568,7650,24118,57603,12042,25369,54717,46057,7338,7965,56705,2358,48411,9843
2021-01-14 17:00:00,4652,18529,13752,7309,11354,5638,10818,9261,40607,12141,16458,5098,29477,7207,44235,32186,46857,7811,7963,5093,4892,36645,33493,4123,8431,36401,8122,15325,2425,29137,3786,5682,10956,35240,22842,14967,15604,36973,7303,4317,7023,2400,11634,8939,17320,8536,14269,9434,11229,13170,10406,18566,7938,3796,14414,181533,34400,50018,123861,16522,7099,2826,53653,31182,13824,26657,23217,11373,7808,16456,17389,10773,12693,8110,10843,7500,15012,10584,26762,5970,17201,133199,8996,28747,11270,8749,5551,7458,9340,5786,13500,10215,7170,110006,7813,24390,58002,12158,25699,55032,46465,7363,7982,57033,2409,48673,9851
2021-01-15 17:00:00,4690,18620,13927,7329,11396,5676,10873,9279,41060,12271,16387,5110,29563,7243,44531,32715,47183,7863,8021,5180,4913,36826,33949,4163,8465,36599,8239,15397,2466,29255,3787,5774,11079,35362,23134,15110,15695,37069,7372,4324,7060,2418,11684,8972,17333,8623,14332,9483,11298,13211,10538,18762,7964,3802,14741,182051,34815,50155,124521,16584,7152,2838,53929,31692,13903,26831,23400,11484,7934,16597,17447,10798,12982,8180,10875,7529,15095,10735,26949,6009,17505,134399,9063,28992,11351,8827,5595,7643,9393,5842,13778,10258,7209,110467,8125,24752,58223,12295,26113,55302,46583,7367,8011,57438,2465,48763,9893
2021-01-16 17:00:00,4766,18743,14064,7349,11449,5713,10926,9310,41466,12371,16569,5133,29645,7260,44951,33211,47503,7939,8143,5300,5004,36981,34392,4220,8546,36764,8296,15435,2480,29374,3851,5832,11235,35483,23351,15297,15880,37156,7427,4328,7121,2428,11704,9028,17896,8702,14376,9541,11340,13262,10625,18933,7991,3815,15175,182780,35104,50258,125111,16627,7163,2849,54295,32115,13964,26974,23588,11616,7974,16713,17487,10827,13262,8253,10899,7580,15189,10895,27110,6077,17679,134617,9109,29165,11528,8933,5624,7797,9460,5889,14017,10307,7252,111011,8314,24938,58469,12402,26530,55481,47039,7466,8046,57705,2472,49068,10124
2021-01-17 17:00:00,4788,18796,14181,7367,11491,5765,10957,9346,41877,12469,16617,5153,29722,7283,45213,33519,47838,7981,8207,5359,5056,37078,34823,4285,8632,36911,8414,15490,2491,29449,3856,5875,11331,35608,23544,15484,15897,37219,7455,4331,7161,2445,11741,9075,17899,8802,14430,9572,11362,13292,10718,19057,8012,3819,15420,183220,35346,50375,125706,16675,7228,2872,54630,32503,14038,27075,23697,11740,8073,16813,17527,10873,13394,8298,10920,7633,15310,11033,27275,6098,17852,135785,9156,29347,11555,9000,5671,7989,9516,5912,14082,10359,7291,111230,8358,25073,58704,12457,26696,55521,47233,7496,8052,57998,2491,49270,10157
2021-01-18 17:00:00,4795,18846,14243,7378,11520,5802,10972,9377,42052,12483,16695,5178,29769,7296,45429,33684,48024,8003,8254,5420,5077,37193,35185,4306,8673,37066,8521,15512,2506,29496,3896,5892,11466,35680,23661,15647,16000,37299,7478,4340,7164,2457,11757,9099,18078,8864,14445,9635,11383,13315,10743,19101,8049,3821,15621,183476,35597,50428,126177,16742,7231,2907,54804,32931,14088,27105,23780,11753,8090,16867,17557,10898,13427,8300,10933,7651,15398,11137,27372,6148,17940,136276,9185,29473,11583,9150,5715,8115,9521,5935,14100,10389,7294,111451,8393,25129,58944,12490,26759,55840,47453,7508,8066,58180,2500,49336,10196
2021-01-19 17:00:00,4848,18909,14358,7412,11538,5824,11022,9439,42423,12560,16726,5182,29786,7304,45707,34120,48160,8044,8284,5482,5088,37265,35422,4362,8687,37125,8545,15523,2506,29606,3901,5930,11517,35716,23731,15758,16124,37361,7506,4347,7223,2464,11772,9126,18479,8949,14453,9706,11412,13338,10800,19195,8058,3826,15819,183784,35747,50459,126504,16765,7248,2913,54900,33500,14145,27199,23994,11860,8142,16939,17587,10908,13589,8353,10946,7678,15450,11234,27481,6184,18089,136663,9201,29631,11603,9230,5739,8280,9575,5971,14307,10425,7299,111860,8718,25272,59136,12562,26945,55895,47734,7536,8077,58360,2514,49465,10332
2021-01-20 17:00:00,4910,18995,14493,7426,11609,5862,11062,9457,42893,12668,16775,5209,29866,7317,45848,34561,48533,8116,8328,5569,5130,37404,35766,4428,8771,37300,8615,15594,2527,29689,3922,5995,11581,35839,23850,15955,16256,37463,7567,4354,7282,2476,11808,9178,18715,9053,14469,9738,11453,13370,10886,19340,8107,3836,16071,184218,35850,50572,127096,16784,7287,2947,55141,34006,14201,27298,24234,11936,8231,17000,17627,10934,13782,8398,10970,7702,15561,11366,27632,6215,18278,137408,9262,29762,11655,9297,5778,8420,9630,6018,14593,10489,7328,112191,8768,25550,59414,12672,27247,56094,47954,7562,8086,58643,2538,49681,10430
2021-01-21 17:00:00,4951,19062,14643,7424,11644,5927,11080,9510,43371,12760,16813,5259,29972,7357,46145,35127,48969,8179,8376,5673,5150,37525,36014,4448,8851,37502,8738,15677,2537,29821,3957,6070,11669,35969,24144,16130,16394,37549,7625,4368,7353,2490,11839,9216,18975,9191,14571,9814,11515,13395,10971,19472,8155,3845,16198,184762,36058,50657,127882,16850,7334,2954,55408,34465,14281,27421,24489,12050,8276,17077,17668,10991,13963,8446,10997,7738,15667,11454,27780,6304,18403,138172,9286,29828,11763,9338,5828,8488,9690,6046,14800,10550,7347,112575,8880,25714,59506,12778,27557,56317,48167,7612,8095,58862,2555,49820,10468
2021-01-22 17:00:00,5007,19181,14774,7443,11697,5959,11128,9565,43741,12908,16858,5311,30083,7381,46464,35637,49329,8230,8431,5724,5204,37634,36370,4559,8964,37643,8872,15725,2538,29934,3973,6123,11740,36108,24292,16302,16475,37698,7677,4381,7415,2493,11881,9235,19149,9300,14609,9864,11563,13417,11084,19630,8175,3855,16495,185234,36328,50801,128483,16934,7363,2977,55685,34754,14369,27561,24762,12141,8399,17145,17704,11027,14031,8485,11021,7770,15777,11556,27927,6367,18495,138913,9340,30036,11824,9407,5864,8594,9747,6090,14990,10591,7369,112967,9032,25893,59732,12886,27775,56530,48346,7667,8109,59106,2575,49977,10536
2021-01-23 17:00:00,5035,19269,14921,7448,11755,5990,11174,9656,44075,12982,16907,5352,30156,7392,46719,36189,49548,8293,8467,5766,5245,37787,36577,4616,9027,37737,9055,15754,2550,30036,4025,6134,11866,36245,24455,16440,16505,37801,7737,4394,7482,2500,11892,9282,19261,9405,14680,9943,11611,13456,11167,19738,8211,3863,16754,185700,36515,50920,129118,17065,7407,2994,55882,35113,14432,27668,25057,12250,8478,17225,17742,11071,14346,8536,11059,7788,15860,11674,28106,6401,18681,140017,9390,30199,11897,9472,5902,8695,9800,6111,15273,10657,7398,113423,9124,26086,59895,12953,28010,56626,48563,7717,8133,59280,2607,50140,10539
2021-01-24 17:00:00,5048,19347,15112,7465,11797,6027,11203,9700,44408,13093,16948,5378,30218,7414,46953,36601,49898,8338,8517,5831,5332,37886,36788,4649,9115,37864,9094,15825,2559,30069,4053,6219,11977,36420,24668,16590,16513,37906,7781,4405,7540,2515,11941,9320,19262,9480,14730,10000,11631,13494,11239,19819,8242,3868,16978,186073,36690,50960,129910,17104,7440,3004,56115,35235,14489,27738,25228,12369,8597,17289,17805,11128,14472,8579,11076,7821,15947,11800,28271,6406,18833,141052,9411,30344,11972,9549,5937,8852,9834,6118,15447,10722,7459,113794,9146,26217,60092,13041,28253,56690,48691,7752,8145,59462,2611,50282,10545
2021-01-25 17:00:00,5049,19379,15202,7473,11854,6034,11264,9750,44538,13114,16975,5405,30298,7418,47295,36801,50149,8359,8567,5905,5366,37992,36996,4650,9154,38098,9196,15855,2565,30093,4055,6245,12068,36551,24803,16720,16562,37961,7798,4412,7552,2521,11948,9331,19465,9544,14785,10052,11644,13535,11288,19842,8272,3911,17144,186348,36883,51049,130318,17145,7486,3040,56229,35621,14538,27765,25292,12397,8613,17328,17835,11149,14506,8604,11100,7832,16045,11883,28378,6444,18940,141567,9426,30530,12019,9629,5966,8878,9836,6146,15477,10731,7460,114198,9157,26249,60191,13085,28338,57053,48828,7783,8152,59543,2626,50334,10605
2021-01-26 17:00:00,5121,19458,15278,7475,11884,6091,11314,9769,44810,13196,17022,5423,30319,7452,47527,37360,50337,8456,8595,5941,5380,38038,37184,4707,9190,38185,9289,15867,2584,30185,4057,6283,12178,36607,24924,16828,16658,38055,7838,4442,7615,2521,11954,9354,19662,9707,14844,10100,11682,13563,11306,19937,8295,3923,17248,186715,37006,51120,130984,17207,7524,3047,56342,35929,14586,27844,25538,12482,8679,17413,17867,11168,14649,8648,11144,7846,16079,11955,28469,6468,19086,142223,9447,30672,12072,9700,6002,8962,9889,6158,15723,10771,7468,114547,9319,26406,60302,13132,28525,57155,49031,7812,8171,59670,2617,50435,10647
2021-01-27 17:00:00,5157,19557,15455,7492,11934,6133,11364,9779,45269,13320,17099,5471,30398,7468,47696,37908,50811,8564,8647,5993,5438,38218,37414,4757,9306,38362,9364,15945,2588,30252,4074,6337,12261,36720,25118,16961,16862,38123,7920,4469,7710,2526,11982,9413,19904,9851,14914,10154,11740,13609,11385,20101,8345,3945,17440,187204,37053,51357,131736,17296,7572,3073,56846,36199,14633,27959,25909,12580,8798,17493,17901,11219,14801,8699,11180,7861,16195,12039,28602,6528,19176,142976,9517,30802,12181,9742,6043,9059,9941,6174,15926,10830,7496,114986,9406,26648,60807,13212,28790,57388,49434,7840,8197,60110,2667,50795,10685
2021-01-28 17:00:00,5206,19640,15576,7500,11991,6170,11384,9866,45726,13375,17131,5510,30514,7496,47991,38470,51230,8642,8707,6047,5498,38405,37625,4789,9437,38584,9454,16018,2603,30357,4100,6396,12350,36859,25352,17128,16955,38289,7974,4487,7795,2549,12025,9448,20019,9987,15036,10204,11803,13659,11493,20254,8398,3962,17597,187916,37211,51568,132528,17368,7616,3084,56970,36489,14690,28121,26228,12666,8859,17543,17954,11283,14927,8724,11233,7875,16260,12138,28798,6515,19336,144013,9545,31080,12289,9822,6126,9154,10009,6188,16126,10877,7538,115651,9504,26855,60883,13285,29174,57617,49556,7877,8235,60205,2733,50876,10704
2021-01-29 17:00:00,5263,19722,15636,7508,12052,6214,11455,9932,46070,13486,17233,5645,30607,7540,48300,39060,51639,8734,8757,6100,5566,38605,37802,4825,9537,38724,9509,16064,2612,30499,4117,6448,12454,37041,25596,17266,17147,38408,8019,4504,7870,2560,12063,9519,20253,10153,15130,10260,11840,13704,11585,20357,8439,3969,17734,188447,37439,51737,133185,17424,7660,3111,57095,36780,14786,28229,26514,12777,9014,17587,18002,11331,15105,8760,11288,7885,16343,12273,28960,6589,19460,144655,9572,31225,12407,9888,6167,9215,10059,6206,16237,10920,7566,116127,9645,27162,61046,13383,29408,57683,49765,7909,8263,60354,2751,51066,10708
2021-01-30 17:00:00,5301,19752,15774,7509,12074,6267,11504,9986,46412,13548,17266,5703,30672,7568,48635,39700,52013,8787,8799,6130,5628,38790,38002,4853,9648,38889,9593,16113,2618,30625,4128,6522,12552,37247,25641,17379,17168,38516,8059,4530,7924,2581,12105,9557,20254,10264,15189,10342,11866,13745,11700,20460,8485,3988,17819,188810,37622,51880,133946,17496,7701,3130,57240,37108,14854,28348,26699,12835,9145,17658,18056,11371,15231,8809,11343,7919,16412,12344,29144,6617,19626,145732,9600,31461,12517,9931,6198,9266,10113,6223,16488,11015,7599,116489,9714,27392,61129,13455,29582,57948,49973,7952,8283,60502,2787,51193,10715
2021-01-31 17:00:00,5333,19829,15926,7525,12148,6292,11543,10040,46766,13640,17276,5748,30755,7586,48907,40167,52375,8846,8861,6176,5712,38994,38111,4872,9748,38999,9665,16165,2623,30670,4140,6557,12660,37408,25962,17500,17188,38635,8115,4541,8013,2590,12164,9610,20256,10344,15264,10375,11895,13798,11785,20561,8501,4000,17961,189123,37848,51992,134819,17553,7707,3158,57326,37368,14913,28431,26932,12892,9290,17720,18095,11420,15314,8825,11383,7933,16487,12424,29301,6630,19809,146638,9610,31654,12573,9965,6232,9315,10145,6238,16651,11101,7650,116726,9766,27527,61215,13511,29780,58005,50112,7978,8315,60571,2804,51279,10717
2021-02-01 17:00:00,5334,19862,16069,7528,12185,6297,11557,10100,46892,13659,17304,5793,30802,7594,49205,40483,52544,8882,8888,6211,5765,39061,38337,4880,9828,39118,9721,16196,2623,30704,4151,6560,12702,37460,26047,17654,17247,38706,8122,4554,8024,2591,12171,9632,20266,10426,15285,10419,11905,13833,11798,20597,8533,4007,18041,189428,38026,52077,135537,17578,7750,3184,57466,37698,14997,28458,27071,12911,9355,17738,18144,11471,15338,8831,11420,7959,16549,12530,29419,6658,19900,147070,9628,31842,12587,10009,6255,9362,10146,6251,16683,11110,7652,117098,9776,27580,61356,13529,29859,58228,50170,7993,8319,60624,2829,51339,10892
2021-02-02 17:00:00,5389,19906,16131,7532,12222,6341,11611,10138,47266,13745,17316,5823,30818,7634,49434,41122,52658,8934,8913,6245,5790,39180,38502,4896,9896,39185,9764,16213,2629,30823,4160,6583,12781,37578,26203,17758,17417,38799,8131,4571,8093,2597,12189,9650,20718,10492,15320,10466,11930,13867,11908,20649,8554,4019,18167,189741,38189,52122,136127,17656,7753,3201,57590,38089,15023,28538,27334,12960,9447,17797,18193,11490,15453,8873,11454,7966,16579,12619,29517,6698,19979,147158,9668,32019,12606,10056,6278,9414,10196,6258,16826,11129,7661,117479,9921,27752,61474,13577,29945,58294,50277,8017,8343,60720,2841,51461,10955
2021-02-03 17:00:00,5429,19969,16304,7543,12283,6382,11634,10231,47618,13825,17336,5888,30899,7663,49653,41775,53087,9038,8948,6308,5860,39365,38688,4928,10020,39282,9879,16274,2635,30901,4173,6635,12859,37723,26326,17916,17475,38856,8226,4584,8175,2605,12239,9709,20812,10575,15384,10529,11979,13902,11960,20759,8583,4044,18290,190136,38257,52243,136846,17717,7788,3217,57724,38434,15087,28663,27755,13037,9620,17889,18249,11538,15550,8916,11495,7979,16662,12759,29637,6739,20120,148048,9697,32301,12634,10083,6338,9447,10230,6287,17123,11207,7687,117970,9991,28013,61604,13678,30334,58412,50372,8055,8374,60816,2866,51574,10992
2021-02-04 17:00:00,5463,20018,16483,7554,12339,6434,11684,10262,48120,13898,17355,5942,31045,7692,49916,42522,53524,9130,9015,6344,5938,39494,38899,4940,10196,39372,9943,16327,2641,30989,4183,6684,12948,37944,26386,18060,17515,39047,8244,4602,8273,2607,12310,9791,20906,10661,15445,10590,12022,13978,12034,20876,8629,4069,18339,190602,38457,52331,137620,17787,7818,3266,57883,38749,15162,28778,28072,13142,9827,17958,18303,11650,15638,8955,11554,7989,16731,12865,29773,6770,20251,149017,9746,32769,12673,10188,6395,9510,10253,6307,17286,11310,7720,118437,10052,28253,61794,13715,30542,58477,50493,8073,8402,60986,2880,51753,11028
2021-02-05 17:00:00,5488,20096,16664,7562,12417,6454,11717,10338,48481,14019,17367,6005,31169,7709,50287,43209,54012,9227,9065,6364,6025,39749,39050,4970,10337,39683,9977,16371,2646,31077,4191,6705,13025,38135,26647,18177,17634,39201,8311,4632,8339,2621,12351,9822,20909,10767,15551,10648,12053,14056,12116,20987,8684,4095,18392,191202,38730,52471,138538,17846,7854,3300,58060,38975,15243,28888,28481,13233,9864,18029,18377,11717,15754,9017,11609,8001,16819,13006,29940,6793,20431,150003,9776,33161,12709,10253,6412,9557,10330,6320,17566,11343,7743,119024,10126,28455,61922,13781,30736,58778,50580,8123,8417,61074,2909,51885,11027
