data,agrigento_beta,alessandria_beta,ancona_beta,aosta_beta,arezzo_beta,ascoli_piceno_beta,asti_beta,avellino_beta,bari_beta,barletta-andria-trani_beta,belluno_beta,benevento_beta,bergamo_beta,biella_beta,bologna_beta,bolzano_beta,brescia_beta,brindisi_beta,cagliari_beta,caltanissetta_beta,campobasso_beta,caserta_beta,catania_beta,catanzaro_beta,chieti_beta,como_beta,cosenza_beta,cremona_beta,crotone_beta,cuneo_beta,enna_beta,fermo_beta,ferrara_beta,firenze_beta,foggia_beta,forlì-cesena_beta,frosinone_beta,genova_beta,gorizia_beta,grosseto_beta,imperia_beta,isernia_beta,laquila_beta,la_spezia_beta,latina_beta,lecce_beta,lecco_beta,livorno_beta,lodi_beta,lucca_beta,macerata_beta,mantova_beta,massa_carrara_beta,matera_beta,messina_beta,milano_beta,modena_beta,monza_e_della_brianza_beta,napoli_beta,novara_beta,nuoro_beta,oristano_beta,padova_beta,palermo_beta,parma_beta,pavia_beta,perugia_beta,pesaro_e_urbino_beta,pescara_beta,piacenza_beta,pisa_beta,pistoia_beta,pordenone_beta,potenza_beta,prato_beta,ragusa_beta,ravenna_beta,reggio_di_calabria_beta,reggio_nellemilia_beta,rieti_beta,rimini_beta,roma_beta,rovigo_beta,salerno_beta,sassari_beta,savona_beta,siena_beta,siracusa_beta,sondrio_beta,sud_sardegna_beta,taranto_beta,teramo_beta,terni_beta,torino_beta,trapani_beta,trento_beta,treviso_beta,trieste_beta,udine_beta,varese_beta,venezia_beta,verbano-cusio-ossola_beta,vercelli_beta,verona_beta,vibo_valentia_beta,vicenza_beta,viterbo_beta
2024-01-01 17:00:00,0.36803440815724475,0.6363012681028485,0.7531992796956285,0.4987963578656948,0.6636463376334035,0.7968372456050775,0.5952969685113125,0.6694867730515741,0.6828974736271827,0.5906839103402602,0.8326861824317751,0.6453180553692156,0.5756026689320084,0.6094275521522668,0.7639039087798866,0.7672773456451712,0.6458965890616895,0.6932103384704288,0.0,0.5405141418094587,0.6055587431595553,0.6688894420782665,0.3516270795325257,0.5569511596936249,0.7324601024448365,0.7386566191811935,0.5305085573867563,0.6244280976565248,0.36028512783521094,0.6132985734272489,0.21008403361344538,0.8359748951765622,0.6377225562487813,0.7150030072695902,0.6081042287844365,0.6341367015207845,0.6402384957662403,0.6351142309058437,0.4558172833421195,0.628089643868387,0.6125241232426689,0.5459315484014816,0.6057883854532007,0.6322925257911179,0.7124694246937081,0.7267469632350968,0.6203542043838312,0.6731023475502917,0.6091002078538968,0.6393282593364649,0.6356587016219938,0.7485032904646437,0.6836583500671612,0.5430261666740451,0.2988134233017524,0.6435732403505343,0.739632177213776,0.633621359323873,0.6561480448581002,0.6429669693207839,0.6096621813487225,0.6797123939594536,0.9550822018934227,0.500454519277229,0.647437776460087,0.6591224905260723,0.6436596758837912,0.580710701282201,0.734606153428322,0.5922213808068301,0.6611542687027362,0.6155431020144942,0.6583780557831485,0.5358242585495739,0.5691763840212626,0.33029380263151636,0.7829577160344341,0.602129854128969,0.7234967556568274,0.5199398143957465,0.9741076864964053,0.6369682397352338,0.7650767775958972,0.6873996621923268,0.5970856525233573,0.6506373354132183,0.6840097016306868,0.36583909208690535,0.5670282119525192,0.36787166048789127,0.6533672818402791,0.7682343019150729,0.6487059262638234,0.6716238445963002,0.6046509248076198,0.7023476268853113,0.9206355114481779,0.7854697215439528,0.6745196524773903,0.7187247649449101,0.8545892124629767,0.6105857636374952,0.5675528947268574,0.7399350482998495,0.3226075171838411,0.9277048518851051,0.48158543404828974
2024-01-02 17:00:00,0.32203010713758917,0.5768715971339475,0.6711052128092124,0.47573259259276224,0.6000686275416852,0.7107805332341228,0.525968649813952,0.5946665875395696,0.6096356695306051,0.5240610365667445,0.731636169666758,0.5695573637898788,0.5109033208642607,0.5460435010210133,0.6684159201824007,0.6780745579768696,0.5754950808159427,0.6155619171654962,0.0,0.4729498740832764,0.5298639002646108,0.5991486021000372,0.30767369459096,0.5295879979898102,0.6528977689119662,0.6602269417455816,0.472593907861284,0.5533490769638411,0.31524948685580956,0.5490048277007792,0.18382352941176472,0.749680596543036,0.6110517128965625,0.6308694002889917,0.5415378070147651,0.5548696138306864,0.5640362720718941,0.5702000336338574,0.39884012292435456,0.5610732005352201,0.5471029420366011,0.4776901048512964,0.5550138588770487,0.56254706179158,0.6308242405678276,0.6438222305836954,0.5517480242181587,0.5993245735441697,0.5420151084892538,0.5811000753847412,0.5662630309024751,0.6608367732421674,0.6137345481102687,0.49261676899534523,0.2614617453890334,0.5719962361423909,0.6900014528661236,0.5653596482101647,0.5855591793293026,0.5822789281346457,0.5409878498090459,0.6075072223415748,0.8518831397265304,0.43789770436757536,0.5738666489013232,0.5905893157248402,0.5632022163983174,0.5173974601458446,0.6487129898501615,0.5181937082059763,0.5926567367801209,0.5386002142626825,0.5920544447971597,0.4940937139500004,0.5134178427832502,0.2890070773025768,0.7359307318912779,0.5345677779058526,0.6354177763477857,0.47336004355130373,0.8872912803825596,0.5708333609616844,0.6812267279760946,0.6122242683244036,0.5330442227405907,0.5823252437279142,0.6108394462372319,0.32010920557604217,0.4961496854584543,0.3346934360385534,0.5782347269758736,0.6998804146700981,0.5676176854808455,0.6009453824986937,0.5389034229053367,0.6299735033096352,0.8087140392055888,0.6995463428580672,0.6028426101372776,0.6344354108538552,0.7561523780010186,0.5542790729622391,0.49660878288600024,0.6563362279210744,0.30293640577297454,0.8285078203339027,0.4385113559150422
2024-01-03 17:00:00,0.30314265697368076,0.5362073435944621,0.6354731631367732,0.4470863724989182,0.5462785873824365,0.6756235052060957,0.5038592702517894,0.556207146565116,0.5726511928014719,0.4919632563237102,0.6944192749773553,0.5356081118573464,0.47999116225644745,0.5115183932134162,0.6443788493349408,0.6381844161265857,0.5467335245412862,0.5795690807688163,0.0,0.42039988807402345,0.48762109587972685,0.5656134378703319,0.2760750801018746,0.486455758234845,0.6520879418836157,0.6264172196445309,0.44419307655784823,0.5197025272063607,0.3234972629985821,0.5212042054962884,0.16339869281045752,0.7063598855625769,0.5431570781302777,0.5948281832251893,0.51616016609386,0.49321743451616573,0.5327405933635204,0.5347583763857634,0.4047125345853318,0.5296077480861536,0.5258091061980548,0.4328615458639037,0.5179842338970893,0.5315896214894442,0.5968358814736903,0.6108910405612239,0.5269936334927416,0.5605721722237796,0.5204219006394233,0.5490208297372805,0.548886888426853,0.6241348327600655,0.5643124971647097,0.47448475229932263,0.2754072515081125,0.5457954123137801,0.6326966688694247,0.5406425204182095,0.5495171045009954,0.5563516714945271,0.5014382450932539,0.5723909143661703,0.8143440633085661,0.4049342338167973,0.5251376527778784,0.5637126374588818,0.5231544101056906,0.4732748156559169,0.6016578250848499,0.48298094026321536,0.5706764746481549,0.5184113146513978,0.5464314068087737,0.452975078401214,0.47815335248288726,0.31023439571136957,0.7278473664989233,0.5065151092368941,0.5766942320474553,0.4603673456516155,0.8239561330891264,0.5400327090027401,0.673324165180341,0.5809234815085309,0.49578163265914454,0.5425891407789201,0.568488508266803,0.28454151606759304,0.47949320988289823,0.3598683642806226,0.5493279078860773,0.6453156040336482,0.5444516488659268,0.5705808533799338,0.4948428076246464,0.5942980559184119,0.7598047951161178,0.6461984109512655,0.5777038938785004,0.5891812398664067,0.7301623977428442,0.5028064628885969,0.47726858287230134,0.6276296488523017,0.2858603880477891,0.8010326875532865,0.4209241491827861
2024-01-04 17:00:00,0.31626990094728247,0.4955568049274305,0.6040287225685892,0.425727482450352,0.5025388699251916,0.6242145377554799,0.4784894249934607,0.5137237605217425,0.5274520492026438,0.45284903047545527,0.6326305224279465,0.4961426005603037,0.44571139370350565,0.476361727919568,0.5799409644014467,0.5985898895174164,0.5078492363104828,0.5372487605204147,0.0,0.4142126247064497,0.46400720727443556,0.5257356648289347,0.25517024202578126,0.45640568807245235,0.5942095337150699,0.5766192068038267,0.41468326383755505,0.4767775990784716,0.2911475366987239,0.4827464714867952,0.14705882352941177,0.6663086046524962,0.5222606851590237,0.5477197104287026,0.4744715110549751,0.49490669032740797,0.4950533217864407,0.5019207646952307,0.3781831366184706,0.4881747434138017,0.48222129016633336,0.3999340504926015,0.4733002604691256,0.4902556844974949,0.5480483367054887,0.5614063382298704,0.4910002449862348,0.5256366786752853,0.4841846094069492,0.512554863643266,0.5001006723061145,0.5715491213771587,0.5184815507799956,0.43728532903208384,0.27944834236266,0.5054753105139561,0.5694270019824822,0.502240264538073,0.5086352480382925,0.5156099529414587,0.4656452034191322,0.5230630538149987,0.7645445625887426,0.3921729595834965,0.5248272034350503,0.5228880407799298,0.569182139336867,0.44948139210104276,0.5521646111734657,0.4526495968373009,0.5883277923815836,0.4788083341669932,0.49968956372996465,0.4155326872968552,0.4529930078676312,0.3027242371026312,0.655062629849031,0.467221955660572,0.5190248088427097,0.425491948214642,0.7488788697247665,0.4983961933389277,0.6332614299682768,0.5364072394699176,0.4585414113966129,0.523609969079369,0.5261634610324597,0.25608736446083374,0.4435782188264607,0.3326633799313883,0.5091014561778532,0.5968924292993656,0.5818079469274476,0.528806429044146,0.4640431964644665,0.5459386346110937,0.7068168208802239,0.5939620531350113,0.5408173342046909,0.5562110224792974,0.6820194220348,0.46117353639129915,0.43962160467007416,0.7097882152550511,0.2856866241837503,0.7484956661760115,0.3842396677727439
2024-01-05 17:00:00,0.31823476088130415,0.4691326592768757,0.5561205337175382,0.3987561821833144,0.4683494989988615,0.5841857794894219,0.4528282980954494,0.4747336323594556,0.4901628672666245,0.4217439805742472,0.5834473886004783,0.4563379083285905,0.4176920580070082,0.43775635090474146,0.5475232522704906,0.5696539423156188,0.4688361710100298,0.49825397090834245,0.0,0.3765569315513179,0.4307555365315613,0.4899332655574405,0.2396808045198856,0.4269124816420694,0.5661097467148323,0.5406797166329956,0.387433468836715,0.4421715254292394,0.30463021862651823,0.44525413771674105,0.20053537374738967,0.6225869822179044,0.47621721618850416,0.5062757826253942,0.4428589954229354,0.4682101241920042,0.4581184152891958,0.46762592057302005,0.34991389400297074,0.45246009217807903,0.4461599845138892,0.36664411142788594,0.4351086631698934,0.4521515298876802,0.5048166130700356,0.5249312659269347,0.4591819745439794,0.4860676841120047,0.4502567463772753,0.47608729371421515,0.4546369748237405,0.5280811289679209,0.48256812733830634,0.4139749651879703,0.2558179827281763,0.4699856642265711,0.5275884353041559,0.4662846869231407,0.4730733638192622,0.48389840377147914,0.4333865992235155,0.49149496750223476,0.7193332324981243,0.3680760190923411,0.47711563948640934,0.48485695153567626,0.5232571549852133,0.41742460125875797,0.5055363035198105,0.41149963348845536,0.546463491156912,0.442852530225119,0.4662841939580385,0.39074110577443943,0.4244219413535827,0.27520385191148294,0.5955114816809373,0.4329746041412426,0.4873426544219805,0.39637817710218587,0.6872506326353303,0.46132564187236047,0.5897115817471289,0.4978362903339655,0.42340435747515603,0.48644909525301294,0.4863245612199439,0.2328066949643943,0.40681289760268985,0.3144953237559362,0.47330584162139094,0.556261980227609,0.529838598221417,0.4945362102245643,0.42729301069675396,0.5101720737132714,0.6561442329488013,0.5686346749989952,0.499536731898834,0.5171149258169813,0.6280670521042127,0.4313440572645668,0.41093461975168105,0.6518222230648348,0.2597151128943185,0.7078017222924394,0.3626534384805035
2024-01-06 17:00:00,0.319260541225551,0.4405625484069162,0.5180776755796147,0.3723372921441785,0.4344090538459968,0.5442312663143489,0.4209654392885016,0.43844611403814904,0.4569940684221138,0.3958272237647326,0.556344313579493,0.42375429639889095,0.389521689506509,0.40940166312102116,0.5050433911615114,0.5344124103881441,0.4385062288792145,0.46331800039482784,0.0,0.35862204436026995,0.4053988126638394,0.45695683732160486,0.23396049167872393,0.397322051141966,0.525294104559544,0.5087665199142967,0.3618121165217476,0.41370606164080564,0.28557812119245946,0.4145270665065423,0.24510029200678196,0.584865679344372,0.45511984331665256,0.4721276566358603,0.41625406738859455,0.4423831539479597,0.42471195870336825,0.43870956506688424,0.3261631721200575,0.4180806641904619,0.4204750249677623,0.34398855994695876,0.411116606048038,0.42549022428476574,0.47250027346066514,0.4883689415217052,0.43090349289052327,0.45197656848977186,0.42142922808828903,0.4394474807249083,0.4263051699659323,0.4878718797205705,0.4423541167267808,0.38659478531104163,0.2361077489223664,0.4384769345150173,0.4865966792138423,0.43391282328584735,0.43971107477058285,0.4538374608017157,0.4008589296035359,0.4587785920890188,0.6716624639141558,0.3391442061215792,0.45258555206094786,0.4500421528101913,0.4848241044773645,0.3871003017776821,0.46869097207916993,0.3794739860854228,0.5077153668421311,0.415064244443855,0.4387842164184717,0.3610887764207855,0.3946065755060146,0.2569999048651249,0.5458855248741925,0.4014535926491589,0.4500442780359972,0.36760997697783065,0.6472336012521025,0.43172877153093014,0.5517647312032378,0.46233404509680537,0.39583111074908395,0.4459116706485952,0.4564964692793434,0.26083006906374584,0.38483042352695773,0.28828738010960814,0.441798537887069,0.5147710326907716,0.4929417727236687,0.46063210905224145,0.3916852598053578,0.4784968803541491,0.6109401640594307,0.5282544278756749,0.46743001785952193,0.4809998210966817,0.5831719813309827,0.39970140339013166,0.37922600728660644,0.5999137232727622,0.23807218681979192,0.6576518234082888,0.34360154331449094
2024-01-07 17:00:00,0.29957546288124837,0.4128395508855771,0.4822020146242489,0.34968362912327994,0.4019260354393626,0.5100340124807734,0.39209857405599985,0.41081076390371,0.425879376003009,0.37333288447275376,0.5195326307911022,0.39795595809429957,0.36594283912560077,0.38984187201377823,0.47647878821169176,0.5038620938459617,0.412178394121343,0.4355920526582184,0.0,0.33103573325563385,0.3877875299723708,0.42703174631110075,0.21596353078036057,0.3720329410229635,0.5026549792115944,0.4751742369087208,0.33762326001350684,0.38636859216734576,0.27178266967994846,0.3895834043483971,0.22624642339087567,0.5461505504546944,0.43010518547305066,0.44217946277097175,0.3888142273230589,0.4083536805673474,0.3963052998334827,0.413043540739335,0.30819473504362044,0.3971630696979591,0.39796846821573395,0.3285114830729507,0.38208743033919207,0.4013687129159855,0.4411970045365315,0.4567880898776841,0.40181308326887294,0.42490776718734463,0.3989200464534821,0.411893173668136,0.40182832789796996,0.4558239739901829,0.4083268769785669,0.36308123811444426,0.22225318552976145,0.410692280397715,0.4730706198337365,0.4062745771875933,0.4105905763058341,0.42238021518568086,0.37002362732634086,0.43701333570830736,0.6251067431956631,0.3205773467618401,0.4214947358958034,0.41991563017909317,0.4516321199692405,0.36226821846550117,0.4426803684888287,0.3581398306341192,0.47418464745669076,0.3931577332679359,0.4091069283462978,0.3346407798959223,0.3703604661226056,0.2414510573096538,0.5193139503716357,0.3746493074749446,0.41900711781131944,0.3449994174468622,0.6003840171815399,0.4066228800606793,0.5211420112024585,0.4305566682411795,0.36972965642052585,0.4140852473082368,0.4248823633225376,0.24076621759730385,0.3604998683805032,0.27546233840386153,0.41284253494359774,0.4806033858866095,0.4579401120587512,0.4322967991836286,0.37007294261359286,0.4494347023344397,0.5757874379521903,0.4973403408556392,0.4369173630729949,0.44701166972885054,0.5464261412949724,0.37091181394713985,0.35235231530303973,0.5595459038749814,0.22280114283913782,0.613529269748759,0.32665618763562626
2024-01-08 17:00:00,0.2998992437105074,0.38546038368284546,0.44958072614105715,0.32470622704304564,0.382084592444632,0.4736030115892896,0.3672685568161376,0.38409027788302,0.3988139033918444,0.3482267471793244,0.4835265516238172,0.3713945911135216,0.34228399229343054,0.3650817409081432,0.4458767300242607,0.4678719442855358,0.3863786122276332,0.407659943661388,0.0,0.3178669020523855,0.36008842068863,0.40029480352964913,0.20187957783925212,0.3454591595213233,0.46866734307493196,0.4457033334043737,0.31542799948483796,0.3601439673028812,0.2523696218456664,0.3642778965656609,0.21008596457724169,0.5153849389585603,0.41500002532534136,0.4165454782099471,0.3655591314967129,0.3812151849245316,0.37275776769221886,0.3870422283322373,0.28618082539764755,0.37299625314159274,0.37209892220521296,0.30504637713916855,0.35479547102924974,0.3778252001690133,0.4127332219114123,0.42760474598762155,0.37532932222154186,0.39955844478148456,0.37118778474349406,0.3849134792016562,0.37867980802263423,0.4263256790560356,0.38090019994691915,0.33714686396341254,0.20637795799192135,0.38477346210443336,0.44337473668842126,0.3808181887466166,0.38416000422047214,0.39532944843357615,0.34510938514254164,0.40579809744342826,0.5855515935382318,0.2990580719014128,0.3913879690461032,0.39264315957693624,0.4211288773422181,0.33908337204637534,0.41273637023726867,0.34258336491429514,0.4412404997382118,0.36907969706840704,0.3826645203660603,0.3143194460779201,0.34828029772424857,0.22420455321610708,0.4908217729977465,0.3508426216824727,0.3944063859297352,0.32701810326778696,0.5584037979287256,0.38076311597901663,0.4866140539617821,0.40268652948056627,0.3472009480930473,0.3867612957191002,0.39692672156979514,0.22356863062606785,0.33474987778189585,0.25914580554643324,0.38653577563907016,0.448755387467236,0.4291736819362217,0.4038736326554654,0.35100270708253495,0.42045395776828565,0.5365343829649106,0.4640390194906341,0.40846124586206106,0.4173294931076589,0.5105219601727125,0.34441811295091557,0.32718429278139405,0.5210964401607213,0.2466293304484062,0.5740328885601679,0.30477229327244454
2024-01-09 17:00:00,0.2998992437105074,0.3868502914042276,0.4513785767551824,0.3300136173957851,0.38367673915289674,0.4736030115892896,0.37185091181667834,0.38467049799012687,0.39988991808855234,0.34874449564312815,0.4857023060650379,0.37201271157019883,0.3441775891403577,0.3666053284815192,0.4496921378659837,0.6192233756967062,0.38895489649191317,0.40805636365727393,0.0,0.3178669020523855,0.36008842068863,0.4019971764946802,0.20187957783925212,0.3478534652875778,0.4700909404044831,0.4490876213669385,0.31577599771774467,0.36150202289962685,0.2523696218456664,0.36552506174322297,0.21008596457724169,0.5153849389585603,0.41500002532534136,0.41839709699344346,0.36620090022085555,0.3925340975810675,0.37463315946155945,0.3876231741911042,0.28618082539764755,0.3738309761876191,0.37209892220521296,0.30504637713916855,0.356158665190764,0.37951229825126953,0.4137422806520217,0.4293844873874687,0.37532932222154186,0.40079697111054313,0.37118778474349406,0.38731064104071483,0.3805059712344043,0.4278387443890249,0.3842877653651504,0.3399627373797653,0.20637795799192135,0.3859817643620048,0.4562842221583317,0.3827329956188125,0.38587472669116524,0.39635983538023456,0.34510938514254164,0.40579809744342826,0.5914180558439132,0.2990580719014128,0.3913879690461032,0.3957411451428019,0.4235952804880803,0.34171415323370774,0.4160131828873383,0.34258336491429514,0.4435163624601145,0.37105076378673035,0.3853877438755962,0.315500743966629,0.3493640787313899,0.22420455321610708,0.5042767970956946,0.35157660430514326,0.3944063859297352,0.32701810326778696,0.5661658689612945,0.3821942414060883,0.4866140539617821,0.40411270966411056,0.34775226840595913,0.3911016006237836,0.3985026859928205,0.22356863062606785,0.33474987778189585,0.25914580554643324,0.38810598843318644,0.4516763204358275,0.4298277442123689,0.40540519975952094,0.35456176687440444,0.4212298565668914,0.5380206737270339,0.470422512592387,0.4111598057785148,0.41757868923329705,0.5127642891946327,0.34963870532041696,0.32718429278139405,0.5210964401607213,0.25012766250010865,0.575546781703654,0.30477229327244454
2024-01-10 17:00:00,0.2998992437105074,0.2728335880958926,0.3214884783871696,0.3300136173957851,0.2613351350749273,0.338057660383487,0.2645465051287047,0.26579138588735846,0.28017619324049425,0.2416816079717244,0.33145725077589777,0.25712325424439836,0.2472897023445763,0.2635641769204891,0.31710433133882904,0.467885280468264,0.2737163628473591,0.2936269031990119,0.0,0.32747049293670216,0.24788027928340836,0.28294850873619837,0.20577290973548137,0.24725332883753542,0.3329645493059485,0.32896899816951003,0.22177127829589938,0.23873332577168457,0.2523696218456664,0.2569572244360435,0.21008596457724169,0.3825898941097826,0.28216245469990453,0.2968212668957483,0.25749397348369585,0.39439866834054593,0.25655115873708734,0.2696553138070255,0.292483515890165,0.259428094341274,0.2569364505559839,0.19906926819470047,0.22888944193048322,0.2516545383931989,0.2889983582419479,0.30546968688050347,0.2629849667770822,0.2746370387505774,0.2557940391543914,0.26204500793820723,0.24928702949202147,0.3059408658939177,0.2556482568076545,0.23306569984294495,0.21505128286232789,0.272035620624377,0.32631191175223595,0.2617828366150055,0.2668666994953957,0.2860902192954805,0.23906443678244635,0.298990001974735,0.43341124252493407,0.2990580719014128,0.29187271216055566,0.2758672045167962,0.2810083598562915,0.232324927416419,0.2744519228606229,0.2308892260895383,0.3126190098832123,0.25173710032420876,0.26094349421965257,0.20587010069523518,0.23480526612339883,0.23155260469655575,0.35645463195034705,0.2335875002015889,0.26296432780443396,0.32701810326778696,0.409836505838042,0.2621758904810395,0.3378523189173201,0.28061837406216933,0.25425756405498184,0.2832375346044332,0.27567796648322157,0.22356863062606785,0.22436413917808679,0.2669081001947,0.27529087353417164,0.3035498146051375,0.29911240527353655,0.28834789450462905,0.2513599348766383,0.2962868981459671,0.38855723248377005,0.33010147824488467,0.2827545953669248,0.29555091731845096,0.3625638506719254,0.2298625067683774,0.21420961733572547,0.37339343318345886,0.13998282559263459,0.4145345651102011,0.20050609715459936
