data,agrigento_beta,alessandria_beta,ancona_beta,aosta_beta,arezzo_beta,ascoli_piceno_beta,asti_beta,avellino_beta,bari_beta,barletta-andria-trani_beta,belluno_beta,benevento_beta,bergamo_beta,biella_beta,bologna_beta,bolzano_beta,brescia_beta,brindisi_beta,cagliari_beta,caltanissetta_beta,campobasso_beta,caserta_beta,catania_beta,catanzaro_beta,chieti_beta,como_beta,cosenza_beta,cremona_beta,crotone_beta,cuneo_beta,enna_beta,fermo_beta,ferrara_beta,firenze_beta,foggia_beta,forlì-cesena_beta,frosinone_beta,genova_beta,gorizia_beta,grosseto_beta,imperia_beta,isernia_beta,laquila_beta,la_spezia_beta,latina_beta,lecce_beta,lecco_beta,livorno_beta,lodi_beta,lucca_beta,macerata_beta,mantova_beta,massa_carrara_beta,matera_beta,messina_beta,milano_beta,modena_beta,monza_e_della_brianza_beta,napoli_beta,novara_beta,nuoro_beta,oristano_beta,padova_beta,palermo_beta,parma_beta,pavia_beta,perugia_beta,pesaro_e_urbino_beta,pescara_beta,piacenza_beta,pisa_beta,pistoia_beta,pordenone_beta,potenza_beta,prato_beta,ragusa_beta,ravenna_beta,reggio_nellemilia_beta,rieti_beta,rimini_beta,roma_beta,rovigo_beta,salerno_beta,sassari_beta,savona_beta,siena_beta,siracusa_beta,sondrio_beta,sud_sardegna_beta,taranto_beta,teramo_beta,terni_beta,torino_beta,trapani_beta,trento_beta,treviso_beta,trieste_beta,udine_beta,varese_beta,venezia_beta,verbano-cusio-ossola_beta,vercelli_beta,verona_beta,vibo_valentia_beta,vicenza_beta,viterbo_beta
2020-02-24 18:00:00,0.0,0.0,0.14285744680915732,0.0,0.0,0.0,0.0,0.0,0.14285725714294856,0.0,0.0,0.0,0.3801001624651582,0.0,0.14285742296973694,0.14285740988033888,0.40236032183125164,0.0,0.0,0.0,0.0,0.0,0.1428572751323976,0.0,0.0,0.21428619047738096,0.14285734693906704,0.3092345248312391,0.0,0.0,0.0,0.0,0.0,0.321429596893827,0.0,0.14285750452171128,0.0,0.14285731497438983,0.0,0.0,0.1428578231324911,0.0,0.0,0.14285779816814362,0.0,0.0,0.1428579831982205,0.0,0.2699129675595477,0.1428575091584484,0.0,0.25000139373927094,0.23809743592373472,0.0,0.0,0.33294269451704156,0.34939155346400763,0.23095336054869584,0.31108675626376037,0.0,0.0,0.0,0.2990805435454248,0.14285748571510856,0.4235872000409485,0.2742017083599674,0.14285757906349114,0.45184935108147456,0.0,0.3953447156444462,0.0,0.21428644068042849,0.0,0.0,0.0,0.0,0.21428644688926463,0.3112263766056627,0.0,0.4232210085986231,0.21428591133025313,0.0,0.0,0.0,0.4150813086697886,0.14285876012612544,0.0,0.23809761907848373,0.0,0.14285790816736518,0.30000234194801745,0.0,0.3585745073558956,0.0,0.0,0.4259315915150223,0.14286079036668412,0.0,0.1785720706283478,0.2913036878596952,0.0,0.0,0.1428574500774656,0.0,0.1428576411977517,0.0
2020-02-25 18:00:00,0.0,0.0,0.18750053191659122,0.0,0.12500036764814015,0.0,0.12502202769059312,0.0,0.18750015000012,0.0,0.12500187502812543,0.0,0.3500811665812461,0.0,0.16666703431456653,0.12500023364529653,0.3749830352770913,0.0,0.0,0.0,0.0,0.0,0.1250001157408479,0.0,0.0,0.18750041666770834,0.12500017857168366,0.27562822328267383,0.0,0.0,0.0,0.0,0.0,0.2812508972820986,0.0,0.12500031645649737,0.0,0.1250001506025911,0.0,0.0,0.1250005952409297,0.0,0.0,0.12500057339712567,0.0,0.0,0.1666677696154124,0.0,0.24921645543396642,0.12500032051364235,0.0,0.2437515244036289,0.2083352564332679,0.0,0.0,0.31718738821462694,0.3272702137365845,0.23333447619700687,0.2722009117307903,0.1250010274057047,0.0,0.0,0.28947724331474917,0.12500030000072,0.37473771021578955,0.2474577622605652,0.12500038168055475,0.42946221657368394,0.0,0.36834896563980535,0.0,0.18750063559537491,0.0,0.0,0.0,0.0,0.18750064102810654,0.28794831538257154,0.0,0.39005632763187326,0.20535734400679276,0.0,0.0,0.0,0.363196145086065,0.12500141511035975,0.0,0.20833541669367325,0.0,0.12500066964644455,0.26250204920451525,0.1250005555580247,0.31375269393640864,0.0,0.0,0.4230414381611051,0.16667145404331207,0.0,0.15625056179980432,0.3173942358461579,0.1250032258897004,0.12500073529844294,0.21875107527633258,0.0,0.12500043604803274,0.0
2020-02-26 18:00:00,0.0,0.11111138211448211,0.23333451537548422,0.0,0.16666732026432143,0.0,0.11946561221784863,0.0,0.20370389629649777,0.0,0.1555583333861122,0.0,0.34972658443090143,0.0,0.2037043573011449,0.11111131879581913,0.3669122687076846,0.0,0.11111136950964487,0.0,0.11111266152034162,0.0,0.1111112139918648,0.0,0.0,0.22222296296635802,0.1111112698414966,0.2698003032775288,0.0,0.0,0.0,0.0,0.0,0.28030403790957564,0.1111112932607722,0.11111139240577544,0.0,0.11111124498008097,0.11111349211451357,0.0,0.1666677248752835,0.0,0.11111148776022217,0.11111162079744503,0.0,0.0,0.17592723312604136,0.0,0.2441642363675777,0.18518603989115354,0.11111146953520638,0.2907448058924399,0.18518689460734925,0.0,0.0,0.3237615512530516,0.3043754961299421,0.21975422928400712,0.2901049800854029,0.11111202436062641,0.0,0.0,0.26425861360589226,0.11111137777841777,0.3635290849244799,0.2554895338763923,0.11111145038271533,0.426195428115381,0.1111114583344184,0.3465356944316165,0.0,0.16666723164033326,0.0,0.11111141975394376,0.0,0.0,0.16666723646942805,0.3035743636317516,0.0,0.36986651792320085,0.2380955956949915,0.11111158392636186,0.0,0.0,0.3327182794104515,0.11111236898698645,0.0,0.1851870370610429,0.0,0.11111170635239515,0.23333515484845802,0.1111116049404664,0.2810699395145436,0.0,0.11111192661148991,0.38958821797682336,0.14815240359405518,0.11111278828527389,0.1865088104203213,0.28212820964102925,0.11111397856862257,0.11111176470972706,0.2532700049458667,0.0,0.155556201553242,0.0
2020-02-27 18:00:00,0.0,0.193753902582397,0.2544463593625073,0.0,0.15000058823788928,0.0,0.10995855166977253,0.0,0.183333506666848,0.10000025641091388,0.16857492865393078,0.0,0.32681523930339873,0.0,0.22878895722694076,0.10000018691623722,0.3625077478359891,0.0,0.15000046511790158,0.0,0.10000139536830746,0.0,0.10000009259267832,0.0,0.0,0.2200008333377778,0.10000014285734693,0.256647056676212,0.0,0.0,0.0,0.10000058823875435,0.0,0.28352400541015815,0.15000032786965872,0.1500005063310367,0.100000210526759,0.10000012048207288,0.14000357152551302,0.0,0.15000095238775515,0.0,0.10000033898419995,0.10000045871770054,0.0,0.1000001265824387,0.17833480393540962,0.10000089553040774,0.23355597005218526,0.1666674359020382,0.15000064516441208,0.29349021453006796,0.19166871797764676,0.0,0.0,0.3272490651646515,0.29345126846453273,0.21596085311172666,0.26109448207686264,0.10000082192456376,0.0,0.0,0.2489457785801016,0.10000024000057599,0.35413951308042513,0.23311591777803228,0.17142953108653347,0.4071917195818096,0.10000031250097656,0.3316534713226606,0.10000047619274377,0.15000050847629992,0.0,0.10000027777854939,0.10000038461686392,0.0,0.15000051282248522,0.3032180593867696,0.0,0.36015524071937693,0.26601051888641186,0.17500170215120003,0.0,0.0,0.29944645146940635,0.1700037736974051,0.0,0.19166888892284012,0.0,0.10000053571715564,0.2100016393636122,0.16666800001382734,0.2602357083915459,0.0,0.12000091743826284,0.35528100845147403,0.15833769516086088,0.1000015094567465,0.2042220151856827,0.27256074311202966,0.12000322589386296,0.16666843139677087,0.24699105361613824,0.0,0.19000116280002716,0.0
2020-02-28 18:00:00,0.0,0.20093463031662484,0.27916369641405947,0.09091055720840072,0.19091042782164222,0.0,0.1041915154877035,0.0,0.16666682424258908,0.0909093240099217,0.15324993513993707,0.0,0.3164131988404331,0.09091012988200385,0.24626818610288276,0.09090926083294293,0.3459767978863651,0.0,0.13636405919809233,0.0,0.1428601027607783,0.0,0.09090917508425302,0.09090935065009277,0.0909095693805087,0.2495884435468782,0.0909092207794063,0.2496799446977083,0.0,0.0,0.0,0.15151675581524626,0.0,0.28805272620233546,0.20129974452706134,0.18181910242298008,0.09090928229705364,0.09090920043824807,0.12727597411410274,0.09090991736288512,0.1363645021706865,0.0,0.09090939907654541,0.0909095079251823,0.0,0.0909092059840352,0.19621426028101138,0.0909099050276434,0.22604066339153955,0.19697109558603812,0.13636422287673824,0.2807961868966466,0.2045482518032408,0.0,0.0,0.3214969130435786,0.2748552006994661,0.23460639143199016,0.23735862006987513,0.09090983811323979,0.0,0.0,0.23306884840446712,0.09090930909143272,0.34316412841655697,0.22697890690546643,0.15584502826048496,0.395635908655165,0.09090937500088779,0.31571151470821907,0.1454556277154196,0.13636409861481813,0.0,0.09090934343504489,0.09090944056078537,0.0,0.16666736597095214,0.3079127326796475,0.0,0.3742146592105032,0.2699665442656846,0.17727466153833543,0.0,0.0,0.27420047511559154,0.16970108646839122,0.0,0.17424444447530918,0.0,0.09090957792468694,0.20606229510216412,0.15151636364893395,0.2481220257471861,0.0,0.13506610271534722,0.32604739280062806,0.14394335923714624,0.11570436616268892,0.2177425518208385,0.2652186026095697,0.1090938417216936,0.20833761155605116,0.239083167032025,0.0,0.21579148217037067,0.0
2020-02-29 17:00:00,0.0,0.21023377713587943,0.270393517923976,0.14286184736959753,0.19881123951886673,0.0,0.10260267543554187,0.0,0.17361130555582668,0.0833335470090949,0.14047910721160897,0.0,0.301555341163086,0.11111253970158756,0.2704630818733191,0.14583395639007776,0.32950981433720355,0.0,0.1527783591758308,0.0,0.16567925451227106,0.0,0.1611122685335936,0.125000476192517,0.11111176900988769,0.22878940658463834,0.08333345238112244,0.23736492048645616,0.0,0.08333347578371929,0.0833338541699219,0.13889035949730907,0.0833335748799272,0.27330780247062064,0.1845247658164729,0.1666675105543984,0.08333350877229917,0.15740831103069583,0.13055912709042294,0.08333409091597803,0.15277896826530624,0.0,0.08333361582016663,0.08333371559808378,0.083333623189414,0.13888920534551977,0.2025910799694405,0.11666791046186993,0.21636734868544671,0.20139059831306194,0.18452569127719212,0.2730227242626434,0.22083760697567958,0.08333376068595223,0.0,0.3165549890295592,0.28391735768371923,0.2192226207195965,0.2175787350640522,0.10416757991680747,0.08333414634939527,0.0,0.22332861848757188,0.11666700000101332,0.32884535748300797,0.22149435963837505,0.17316143552388888,0.37986803742207265,0.0833335937508138,0.2988059492752565,0.1645849206552346,0.12500042373024994,0.0,0.12500046296489198,0.0833336538473866,0.0833335937508138,0.2048628205380237,0.30687659460575295,0.0,0.3654376670955279,0.2593742282494335,0.1625017730768075,0.0,0.0,0.25135043552262554,0.16746472013149974,0.08333376068595223,0.15972407410236675,0.0,0.08333377976429636,0.18889043717698376,0.18055777781893098,0.24347107346279653,0.0,0.14881105287974825,0.31020494858848024,0.14385319582597153,0.13847084372285087,0.2213370314161561,0.25488292798138845,0.13704187594443443,0.1909761439263802,0.2528912518758032,0.0,0.21517045427692946,0.08333387097121057
2020-03-01 17:00:00,0.07692326228033543,0.20944806459457613,0.27996084420516565,0.14148847949781726,0.19313367811323673,0.0,0.09932664571868913,0.0,0.18589771794937848,0.11538500986345018,0.15764658855967167,0.0,0.2923175605352942,0.14102827845107455,0.26221770247048687,0.17735172139908484,0.34720172879064315,0.07692367632834701,0.1410261777007669,0.0,0.1639244230719807,0.0,0.17547543976344662,0.11538505494693878,0.12179568151733083,0.25132553924747225,0.07692318681334379,0.23418607182110338,0.0,0.07692320841574088,0.07692355769531252,0.12820648568982376,0.11538506131743495,0.2622099490139517,0.1874248223659074,0.19230915288994638,0.0769232388667377,0.176069766262666,0.12051611731423656,0.07692377623013356,0.1849842491435566,0.0,0.07692333768015382,0.13846330278628524,0.07692334448253599,0.14743628692118702,0.2397598339115423,0.1205141982567075,0.2065770477124322,0.2217978304485939,0.17033140733279273,0.27543497441627873,0.23269861965106048,0.07692347140241745,0.07692332506283518,0.3122366620214635,0.27052131286816217,0.25406534281429527,0.20084190928989434,0.11153951528963447,0.07692382739944179,0.0,0.21256122373242756,0.12051318974482052,0.3196812941786866,0.21873291827134414,0.18388033714916222,0.36661964046514306,0.11538509615609976,0.28434652699396123,0.1729041125872547,0.17033117901455672,0.07692357320419438,0.11538504273682336,0.1282060157870582,0.07692331730844351,0.2044891519071468,0.2896815397273661,0.0,0.34546566144276647,0.26325807319050715,0.15000163668628383,0.0,0.0,0.23817005799431878,0.1748271850455584,0.07692347140241745,0.1730794872340945,0.0,0.07692348901319665,0.17436040354798502,0.19231076930978405,0.2410599445374391,0.0,0.1593426353776421,0.291238739449145,0.14988238265477333,0.144542374107209,0.21570746305079957,0.24681636012988184,0.13419299718172126,0.19726592642833327,0.24823180523898167,0.0,0.22564707073876572,0.07692357320419438
2020-03-02 17:00:00,0.07142874354602576,0.2183004971921629,0.2811300941020259,0.13931924354887393,0.18727513341696542,0.0,0.10208682389916153,0.07142910714687503,0.17261930952442286,0.13095293040574812,0.18365748490080772,0.07142962964530693,0.288360733283685,0.17983231714001616,0.2584657355245683,0.1646837412991502,0.3349529121180432,0.07142912801917936,0.17857292361121888,0.0,0.15221553570969637,0.0714307336561848,0.1629414797803433,0.10714326530787173,0.11309598998037863,0.2439562018094262,0.07142867346953352,0.22854263122055876,0.0,0.12857203907642217,0.07142901785993305,0.14762114850140157,0.15476314701413293,0.2634149915000477,0.20528815474768816,0.2142884268308672,0.10714315789568658,0.19206564356930983,0.11190782322036252,0.10714415586186567,0.1932006803757733,0.0,0.07142881356014283,0.1675360718572054,0.11904836439528317,0.17976280892916283,0.246896673699274,0.14047832271372448,0.19535163516469375,0.2361769232798083,0.1740383549534815,0.26851789211134,0.23308592409616455,0.1071435897492252,0.07142880184406124,0.2978519923276027,0.2622455265850807,0.2359178183275599,0.22097931781045985,0.14753001662419604,0.07142926829948167,0.0,0.20830561325799968,0.11190510476304762,0.309017859913987,0.20957880728073808,0.17074602735279348,0.35619775944389087,0.16071607146414707,0.2706771521544936,0.1857649233141028,0.19388052586132648,0.07142903226103763,0.10714325396990741,0.11904844323083975,0.07142879464355469,0.20636684986616075,0.291441946118467,0.0,0.3264804354174155,0.25001988633810224,0.13928723406583499,0.07142956350584236,0.0,0.22881166801530717,0.17722182918279059,0.0714289377308162,0.16071666671737345,0.0,0.07142895408368259,0.16190608900884323,0.1915619337263466,0.24210203493411436,0.0,0.1759125087281316,0.27950755142118544,0.17042982300122195,0.13719424406702,0.21146090270285176,0.2439280215626025,0.14109268218526871,0.20549890139506552,0.24297346224773061,0.0,0.2281019311972806,0.07142903226103763
2020-03-03 17:00:00,0.07142874354602576,0.22170238046478588,0.29133554369919945,0.16789412875964252,0.2051329065484541,0.0,0.10208682389916153,0.07142910714687503,0.18282344013690285,0.13095293040574812,0.1984379531918626,0.07142962964530693,0.3026049802340391,0.17983231714001616,0.27453842469906936,0.1646837412991502,0.35797041824849984,0.10000092765294084,0.2040839582846781,0.0,0.15221553570969637,0.08035961397575107,0.1629414797803433,0.1309529932007775,0.14370879879850024,0.2671720352459411,0.12500040816516036,0.24816594111985676,0.0,0.1675338106519694,0.07142901785993305,0.14762114850140157,0.16496743569032438,0.2790001940600381,0.22702810488550876,0.21849027770469048,0.10714315789568658,0.21650285260685376,0.11190782322036252,0.13095432903974888,0.1996945270231518,0.0,0.1285726392424183,0.18658500161100017,0.11904836439528317,0.17976280892916283,0.26096866939123126,0.14047832271372448,0.20114780469996324,0.24769857643070922,0.1740383549534815,0.30073879319689123,0.25094563142410325,0.13095347986475075,0.07142880184406124,0.31197050893617917,0.2739469457554035,0.24132946956244847,0.2314837058593072,0.15263225314274523,0.09523914054616031,0.07142903226103763,0.21301655757465626,0.11190510476304762,0.30978638031570893,0.22237533260975811,0.17074602735279348,0.36840122042678203,0.19132965570641683,0.27947599406702517,0.19647971925676674,0.20648625157851108,0.07142903226103763,0.10714325396990741,0.14762042126338432,0.07142879464355469,0.22892433979824206,0.31433127653048487,0.0,0.348703698427698,0.2610091272169799,0.15969600525198493,0.07983305712759459,0.07142871720146368,0.23963555642361542,0.18953844797514735,0.0714289377308162,0.17092114519085605,0.0,0.07142895408368259,0.16190608900884323,0.2138849497122453,0.24210203493411436,0.0,0.19755884106850594,0.2847604549523982,0.17042982300122195,0.13719424406702,0.23094238531284855,0.24612615797997692,0.14109268218526871,0.20549890139506552,0.2527589661693113,0.07142949309945013,0.2321453070667087,0.07142903226103763
2020-03-04 17:00:00,0.13636552969710916,0.2239005311498918,0.30721129560605454,0.1762986423358803,0.21062762213502612,0.0,0.10208682389916153,0.07142910714687503,0.22300249371411723,0.13095293040574812,0.1984379531918626,0.07142962964530693,0.24234150036805904,0.18663581577115224,0.27952223360688444,0.14924356909913322,0.36258451135023506,0.10000092765294084,0.2088460291653345,0.0,0.15697777272069494,0.08456144909385134,0.1874320693752253,0.1309529932007775,0.15958219062026982,0.2764895197727568,0.1488101360580661,0.17997503103676898,0.0,0.18284029941008167,0.10714352678989958,0.15952633058906068,0.17389621416303427,0.21873294029940826,0.22702810488550876,0.23209640879959137,0.15476280702609163,0.22330591794678828,0.14048129275390062,0.1595270563715107,0.21874350671217718,0.0,0.1404776432828556,0.18658500161100017,0.15151651799271051,0.17976280892916283,0.27943257161003177,0.16088733889313958,0.13267622928171602,0.25928268701908436,0.1870258287863402,0.3109458373618751,0.26832344612756437,0.13095347986475075,0.07142880184406124,0.2510622690319193,0.20885561166080266,0.17101680757797225,0.23727532561494366,0.1786078447688692,0.09523914054616031,0.07142903226103763,0.14776380655475715,0.08129301496933009,0.24860036754895098,0.15768123479419724,0.17494779141885303,0.3804767862910186,0.2072035644868016,0.2116513902736111,0.22182721226297097,0.15206545147939798,0.10714377881076269,0.1428579365139992,0.16802913399403321,0.07142879464355469,0.24380620798646757,0.31501822451463835,0.07142903226103763,0.29191793520231285,0.18958050652729072,0.18112548857346367,0.07983305712759459,0.07142871720146368,0.17135842126512663,0.19819753493455097,0.0714289377308162,0.09949217693468318,0.0,0.07142895408368259,0.1721103379242654,0.23769701347523717,0.1818056428769745,0.0,0.22366023257540404,0.22334267965975263,0.20377067576092234,0.1426890191165279,0.2395142954522625,0.18553636717323857,0.14109268218526871,0.22724033386387427,0.26987382810283195,0.07142949309945013,0.2517164399615578,0.11428686637356941
