data,agrigento_infected,alessandria_infected,ancona_infected,aosta_infected,arezzo_infected,ascoli_piceno_infected,asti_infected,avellino_infected,bari_infected,barletta-andria-trani_infected,belluno_infected,benevento_infected,bergamo_infected,biella_infected,bologna_infected,bolzano_infected,brescia_infected,brindisi_infected,cagliari_infected,caltanissetta_infected,campobasso_infected,caserta_infected,catania_infected,catanzaro_infected,chieti_infected,como_infected,cosenza_infected,cremona_infected,crotone_infected,cuneo_infected,enna_infected,fermo_infected,ferrara_infected,firenze_infected,foggia_infected,forlì-cesena_infected,frosinone_infected,genova_infected,gorizia_infected,grosseto_infected,imperia_infected,isernia_infected,l'aquila_infected,la_spezia_infected,latina_infected,lecce_infected,lecco_infected,livorno_infected,lodi_infected,lucca_infected,macerata_infected,mantova_infected,massa_carrara_infected,matera_infected,messina_infected,milano_infected,modena_infected,monza_e_della_brianza_infected,napoli_infected,novara_infected,nuoro_infected,oristano_infected,padova_infected,palermo_infected,parma_infected,pavia_infected,perugia_infected,pesaro_e_urbino_infected,pescara_infected,piacenza_infected,pisa_infected,pistoia_infected,pordenone_infected,potenza_infected,prato_infected,ragusa_infected,ravenna_infected,reggio_di_calabria_infected,reggio_nell'emilia_infected,rieti_infected,rimini_infected,roma_infected,rovigo_infected,salerno_infected,sassari_infected,savona_infected,siena_infected,siracusa_infected,sondrio_infected,sud_sardegna_infected,taranto_infected,teramo_infected,terni_infected,torino_infected,trapani_infected,trento_infected,treviso_infected,trieste_infected,udine_infected,varese_infected,venezia_infected,verbano-cusio-ossola_infected,vercelli_infected,verona_infected,vibo_valentia_infected,vicenza_infected,viterbo_infected
2022-01-01 17:00:00,22148,41768,45997,15287,36261,16932,23945,29130,111042,31581,28001,18280,82293,16710,128423,101608,146484,26568,27388,22576,12314,91011,96751,15107,28441,81750,33966,39385,10465,71121,12477,16469,34337,113519,54840,55610,43300,74362,19128,16183,24477,4715,26252,20941,51088,40032,34832,29266,27637,39670,29366,48680,19971,12295,46779,426661,86686,119405,353890,39212,14225,7642,129134,98493,39317,64367,68958,31591,26768,30657,45688,35794,32819,23799,33900,22862,47257,40878,64384,14851,54981,378572,22707,94840,24709,24431,25786,30645,20671,15147,45758,27409,19688,263272,25637,64329,126835,38237,65953,124007,109848,18287,17421,121458,10890,110961,23742
2022-01-02 17:00:00,22723,42110,46394,15410,36868,16970,24088,29385,112194,31847,28083,18290,83268,16785,129871,101967,147455,26893,27590,22753,12554,91994,97548,15219,28667,82195,34070,39637,10468,71399,12493,16479,34854,115932,55299,56779,43453,74856,19238,16400,24623,4855,26350,21454,51718,40847,35087,29510,27768,40165,29406,48961,20290,12332,47383,430606,87582,120507,357185,39351,14239,7652,129465,99194,40299,64726,69427,31776,26969,30921,46401,36155,33045,24069,34271,23266,48436,41335,65222,15004,56636,385350,22919,95457,25039,24501,26413,30958,20969,15266,46134,27965,19977,264517,26014,64737,127674,38550,66463,125082,110820,18419,17509,122413,11005,111286,24021
2022-01-03 17:00:00,22985,42574,46600,15592,37473,16981,24322,29964,113652,32074,28460,18546,84443,17016,132121,102411,149040,27370,27753,23028,12575,93390,98638,15440,29459,83060,34188,39939,10624,71952,12501,16484,35394,119131,55591,57325,43680,75035,19250,16753,24839,4857,26544,21669,51926,41592,35401,29884,28139,40627,29521,49265,20471,12476,47884,435081,88721,121883,360714,39725,14267,7670,130648,100082,41052,65364,70373,31936,27505,31517,46922,36477,33204,24218,34621,23578,49311,41714,65722,15234,57328,390095,23272,96293,25232,24670,26998,31544,21083,15407,46441,28340,20133,266640,26476,65544,128906,38612,66672,126367,111692,18619,17630,123515,11202,112439,24225
2022-01-04 17:00:00,23731,44459,47261,15844,39018,17332,25287,30560,114709,32434,28759,18901,88891,18010,134605,103721,154541,27890,27926,23443,12694,95089,99725,15740,31318,85844,34338,41556,10828,75035,12982,16733,36298,125317,56015,58232,44807,76172,19439,17357,25205,4966,27270,21936,52953,42476,37186,31120,29436,42409,29702,50919,21247,12625,49106,451870,89420,126773,367967,41383,14804,7747,133485,101182,41831,68497,72976,32020,28741,31972,49218,38017,34407,24901,36059,24220,50126,42550,66340,15653,58225,396265,24132,98280,25492,24864,28463,31771,21804,15483,46784,29341,21168,276037,26971,67834,132102,39402,68220,130314,114089,19387,18303,126970,11615,115406,24859
2022-01-05 17:00:00,24412,45814,47912,16089,40282,17688,26053,31379,116559,32969,29197,19690,93516,18592,137408,105091,160681,28454,28049,24189,12989,97417,100659,16179,32967,88532,34592,43089,10968,77335,13558,17202,37193,130673,56569,60021,45766,77156,19779,18019,25644,5167,28161,22281,53987,43409,38874,32236,30939,44229,29993,52523,22013,12867,50597,468749,90659,132169,377739,42589,15185,7947,136591,102402,43497,71205,75644,32251,30071,32284,51440,39402,35475,25531,37339,24778,51806,43350,67187,16154,60399,409213,24995,101341,25859,25209,29549,32196,22518,15651,47733,30479,22249,283898,27668,70206,135019,40296,69753,134799,116722,20099,18887,130285,12182,118426,25881
2022-01-06 17:00:00,24911,46983,49189,16455,41749,18100,26661,32101,118892,33603,29771,20326,98225,19102,144421,106683,167296,29022,28433,25338,13184,100071,104036,16444,34487,91269,34955,44770,11039,79317,14274,17684,39755,136486,57211,62440,46768,78628,20166,18623,25953,5279,28942,22681,55251,44431,40562,33527,32598,45850,30534,54227,22796,13110,52099,485785,101981,137081,387078,43603,15217,8097,139720,105612,45297,73963,77862,32502,31092,32611,53516,40768,36650,26272,38632,25973,54945,44672,73238,16648,63604,419733,25931,104321,26378,25986,30521,33742,23370,15862,47959,31663,23077,290404,28743,72802,137892,41177,71384,139330,119403,20767,19357,134166,12761,121839,26656
2022-01-07 17:00:00,26490,47648,49744,16762,42214,18172,27040,32252,120573,34129,30013,20679,100062,19389,148161,107510,169457,29536,28802,26187,13345,101397,105777,16509,34903,92347,35312,45217,11173,80358,14727,17713,40624,139681,57949,64379,47023,79353,20212,19051,26115,5325,29238,23089,55974,45696,40902,34106,32888,46394,30613,54572,23028,13359,53674,492169,104311,138713,392926,44230,15606,8368,141264,106841,47079,74613,78526,32753,31571,33102,54236,41261,37179,26962,39106,26378,56835,45334,74952,16909,65585,430015,26399,106319,26731,26557,30958,34434,24079,16042,48720,31914,23484,293959,29468,73774,138908,41684,72265,141495,120528,21159,19667,135590,13005,122679,27040
2022-01-08 17:00:00,27137,48989,50657,17500,43562,18567,27832,32833,123913,34846,30775,21142,104920,20133,152384,109736,175901,30235,29066,26885,13456,103731,108514,16823,36520,95110,35739,46937,11451,82849,15085,17957,40819,144306,59084,66130,48089,80577,20776,19705,26564,5359,30214,23458,57017,47649,42487,35278,33915,48006,30949,56500,23768,13592,55477,507162,106732,143055,400390,45743,15643,8484,144679,109280,48046,77342,81103,33077,32694,33576,56292,42659,38499,27463,40346,27752,58086,46313,75949,17322,67868,441593,27563,108700,27221,26824,32005,35906,24758,16215,49716,33420,24496,302855,30365,76820,143066,42508,74018,145483,123731,21966,20290,139790,13574,126169,27790
2022-01-09 17:00:00,28405,49758,51406,17918,44596,18916,28337,33196,125223,35291,31337,21698,108653,20521,156183,111095,180950,31184,29293,28230,14147,105579,110779,17070,36520,97567,36063,48125,11498,84139,15346,18214,42483,148357,59585,68449,49069,81060,21025,20230,26884,5571,30214,23805,59624,48846,43659,36230,34830,49275,31210,57743,24389,13919,57322,517572,106811,146316,407711,46422,15695,8615,147172,111790,50416,79110,82899,33266,32694,33918,57657,43666,39341,28177,41230,28858,60637,46931,77927,17876,70055,449759,28356,110307,27580,27140,32751,37303,25487,16275,50147,33420,25180,308094,31317,78746,145293,43170,75292,149130,125607,22355,20673,142824,14022,128711,28311
2022-01-10 17:00:00,29224,50461,51932,18312,45102,18969,28785,33311,126794,35388,31627,21526,110490,20978,160244,112230,182675,31240,29430,28583,14380,105643,112262,17221,38739,98080,36517,48449,11682,85314,15564,18273,43760,150273,59898,70468,49395,91403,21094,20412,27872,5731,31583,26291,60459,49466,43954,36825,35168,49840,31308,58092,24665,14070,58760,524927,108172,147813,408578,47054,16610,8787,148527,112886,50679,79845,83660,33373,33920,34139,58254,44106,39815,28324,41603,29470,61830,47651,79823,18131,71687,457472,28701,110697,27868,29895,33091,37970,26022,16555,50270,35309,25445,312140,32434,79910,146475,43391,76094,150689,126856,22759,20957,144483,14126,129917,28622
2022-01-11 17:00:00,30616,51835,52756,18910,46556,19221,29587,34504,129082,36096,32299,22426,114601,21778,163267,115271,189083,32086,29604,29676,14826,109644,114970,17426,40137,101359,36945,50060,11834,87853,15697,18503,44375,155490,60957,71919,50498,95812,21500,21110,29825,5836,32400,27438,62058,50917,45397,38156,36294,51300,31494,59968,25387,14282,60322,537949,113035,151644,427369,48497,17022,8877,152088,116269,52757,82370,85730,33518,35199,38196,60150,45393,40944,28953,42806,30440,63249,48646,80754,18615,73277,466386,29887,115560,28089,31250,34113,39472,26804,16641,51105,36589,26331,321452,32922,82962,150493,44195,77854,154876,130020,23412,21618,149068,14529,133648,29310
2022-01-12 17:00:00,31663,53130,53883,19466,47766,19618,30224,35622,130380,36354,32900,23323,118627,22438,167780,117581,194963,32564,29893,30628,15399,112970,118270,17634,41271,103996,37397,51455,11925,90127,15932,18709,45734,159600,61363,74027,51348,99002,21889,21686,30518,6061,33125,28348,63370,51917,46689,39229,37288,52639,31758,61518,26101,14569,61433,550014,115517,155241,444442,49849,17159,9138,155668,119673,54968,84497,87591,33794,36191,38235,61794,46474,42293,29575,43662,31334,64683,49625,83072,19106,75020,475149,30884,119935,28498,32105,34851,40913,27539,16852,51605,37474,27039,330271,33586,85240,153521,45091,79776,158213,133028,24014,22349,153345,15081,137240,29921
2022-01-13 17:00:00,32400,54322,54680,20018,48876,19877,30854,36579,131604,36642,33656,24159,122389,23031,171361,120231,200326,32876,30195,31425,15955,116121,121341,17854,42425,106257,37968,52633,13026,92151,16096,18992,46938,163858,61849,75956,52118,102066,22346,22289,31255,6232,33781,29004,64054,52531,47891,40424,38312,53844,31936,63012,26629,14865,62431,563206,117758,158483,460156,51106,17359,9338,158814,122600,56886,86517,89012,34134,37046,40852,63394,47508,43380,30234,44510,32174,67287,50600,85046,19433,77049,483011,31953,123526,28862,32914,35621,42139,28235,17082,51831,38287,27584,337989,34180,87597,156013,45824,81447,161185,135696,24520,22932,157255,15417,140715,30550
2022-01-14 17:00:00,33256,55364,55822,20555,50054,20395,31400,37547,140235,39449,34360,24676,125388,23608,176342,122700,204799,35477,30536,32124,16415,118875,124298,19047,43522,108255,38591,53720,13147,94006,16241,19396,48299,167584,64960,78178,52951,105114,22731,22836,31999,6334,34438,29601,65998,56403,48788,41441,39133,54998,32989,64445,27158,15129,63105,573656,120373,161192,472473,52219,17540,9544,161807,125092,58729,88372,90481,35176,37863,42596,64667,48471,44572,30848,45348,32898,69103,52036,86606,20077,78749,494488,32975,126960,29231,33794,36255,43157,29196,17534,54934,39143,28140,345681,34638,89832,159432,46531,83681,164161,138247,24996,23493,161152,15690,144041,30959
2022-01-15 17:00:00,34218,56483,57542,20969,50932,21174,32012,38459,147794,41836,35137,25386,128643,24188,180437,125400,209127,37777,30869,32747,16769,121717,126665,19262,44519,110198,38992,54823,13377,95904,16411,20035,49499,171425,67746,80164,53670,108604,23122,23356,32760,6480,35152,30243,67236,60256,49667,42546,39838,56126,33909,65853,27631,15292,63830,584018,122928,164022,484564,53284,17902,9772,165162,127192,60022,90094,91871,36606,38663,43617,66112,49380,45796,31265,46112,33730,70966,53542,88448,20440,80283,503654,33916,129979,29468,34712,36953,44188,30242,17864,58016,40311,28632,353125,35120,92293,162612,47251,85834,166760,141025,25514,23970,165186,16055,147939,31569
2022-01-16 17:00:00,34827,57822,58907,21385,51739,21933,32591,39149,152913,43720,35582,25871,131410,24909,184078,127162,213109,39630,31225,33257,17110,124392,129019,19451,45464,111689,39367,55762,13447,97866,16569,20543,50776,174487,69737,82141,54496,110897,23384,23928,33073,6652,35763,30828,68472,63185,50461,43523,40459,57265,34804,66964,28095,15599,64411,592038,125476,166291,495336,54289,18193,9998,167503,129586,61727,91477,93256,37798,39489,43632,67354,50223,46695,31678,46726,34433,72567,54571,90113,20905,81873,513565,34593,132893,29705,35545,37520,44979,30794,18071,60402,41417,29057,361543,35541,94060,165165,47765,87108,168733,142640,26166,24557,167938,16526,150343,32125
2022-01-17 17:00:00,35016,58558,59529,21490,52116,22239,33011,39650,155549,44341,35772,26050,132281,25421,187111,128509,214686,40196,31392,33458,17290,125968,130078,19530,45966,112205,39677,56015,13608,99165,16653,20722,51719,176585,70611,83712,54813,112121,23574,24216,33559,6911,36039,31075,68988,64503,50626,44086,40665,57642,35174,67332,28326,15709,64608,595388,127363,167055,500880,54997,18443,10064,168483,130569,62145,92032,93806,38243,39854,44289,67830,50641,47103,31709,47225,34714,73528,55605,90170,21058,83322,518823,35013,134403,29830,36128,37819,45568,30955,18470,60965,41759,29246,366436,35995,94945,166323,47994,88012,169489,143703,26548,24844,169074,16633,151706,32328
2022-01-18 17:00:00,35977,59931,61651,22004,53397,23336,33719,40762,164654,47429,36723,26699,135568,26237,191060,132738,220385,43505,31690,34193,17604,128723,132068,20005,47381,114230,40253,57237,13927,101555,16851,21581,52398,180919,74285,84950,55912,116725,24073,24952,34563,7039,36991,32141,70486,69196,51804,45590,41471,59074,36566,69331,28919,16289,65191,606710,129847,170499,514239,56363,18443,10158,173150,132257,63832,94236,95533,40220,41100,46702,69785,51865,48449,32620,48181,35566,74991,56686,92620,21426,84586,528170,36254,138034,29993,37417,38603,46564,31542,18600,65287,43066,29841,376180,36598,98299,170608,48929,90015,172363,147174,27126,25537,174376,17014,156220,33302
2022-01-19 17:00:00,36609,61106,63232,22478,54437,24249,34358,41438,170704,49535,37577,27279,138649,26892,194853,135755,226261,45337,32096,34783,17973,131059,133691,20276,48354,116125,40572,58600,14047,103568,17034,22279,54033,184504,76682,87403,56852,120449,24594,25606,35384,7247,37707,32858,71826,72245,53067,46930,42362,60297,37482,71098,29486,16796,65777,617938,132475,174006,524674,57592,19275,10388,176995,134500,65974,96340,97223,41714,41992,47937,71286,52895,50057,33303,49046,36462,77028,57671,95156,21929,86383,539119,37302,140956,30295,38383,39362,47499,32205,18853,67795,44139,30450,384881,37043,100959,174594,49887,92301,174850,149861,27614,26108,178911,17328,160096,34104
2022-01-20 17:00:00,37229,62188,65091,22986,55441,25160,34921,42154,176672,51635,38086,27838,141849,27543,199542,138744,231614,47357,32373,35324,18263,133359,135670,20601,49397,117912,40853,59799,14235,105590,17139,23062,55356,188981,79024,89484,57708,124307,25141,26282,36317,7372,38482,33655,73329,75358,54092,48319,43063,61620,38822,72675,30012,17306,66363,627582,135335,177047,534918,58812,19589,10717,180804,136456,67668,98117,98835,43427,42988,48967,72906,53975,51722,34168,49995,37241,79198,59338,97382,22150,88074,549275,38300,143992,30552,39429,40038,48303,32818,19108,70422,45187,30895,393265,37670,103618,179001,50754,94390,177567,152958,28095,26649,183443,17650,164097,34791
2022-01-21 17:00:00,37687,63234,66740,23486,56589,26048,35533,42710,181333,53411,38881,28328,145875,28210,203764,141631,235801,48846,32795,35952,18610,135319,137102,20927,50517,119624,41027,61051,14319,107319,17317,23694,56368,193038,81181,91733,58434,127764,25556,26989,37264,7507,39206,34368,74701,77908,54883,49699,43756,62786,40005,74217,30462,17874,66874,637523,138794,179682,543129,59990,19835,11217,184231,138427,69579,99954,100520,44702,43851,50017,74387,55067,53036,34969,50788,37966,81081,60692,99995,22604,89969,561254,39130,146344,30794,40300,40793,49189,33358,19308,72539,46105,31338,401452,38299,105993,182338,51649,96414,180196,155765,28502,27210,187245,17921,167778,35574
2022-01-22 17:00:00,38309,64192,68323,23900,57507,26848,36091,43272,185827,54875,39626,28782,148893,28824,207708,144442,240240,50202,33027,36441,18883,137215,138941,21221,51451,121462,41184,62214,14449,108987,17437,24398,56469,196968,83372,93734,59483,131020,26285,27563,37920,7649,39879,35077,76262,80291,55771,50970,44442,63849,41179,75759,30894,18228,67819,646654,141960,182229,551999,60961,20170,11418,187286,139945,71144,101552,102166,46158,44735,51024,75850,56134,54654,35661,51615,38720,83002,61427,102221,23089,91608,572415,39931,148878,30963,41198,41438,49997,34029,19484,74510,47087,31870,409032,38712,108424,185843,52630,98861,182895,158552,28829,27625,190913,18132,171513,36139
2022-01-23 17:00:00,38673,64889,69886,24220,58475,27646,36463,43753,189168,56089,40140,29147,151244,29263,212332,146203,243362,51305,33254,36803,19162,138954,140355,21485,52451,122852,41330,63017,14580,109976,17490,25021,58747,200222,85047,95703,60350,133467,26570,28236,38693,7794,40569,35717,77329,82137,56437,52057,44860,64953,42170,76968,31305,18632,68366,652660,144292,184050,558997,61512,20404,11473,190048,140965,72642,102809,103582,47451,45541,51826,77077,57053,55518,36208,52307,39431,84642,61954,104429,23342,93378,582069,40656,151114,31166,42015,42007,50576,34456,19560,76123,47891,32227,413802,39056,110099,188526,53198,100103,184505,160603,29115,27927,193856,18393,174479,36949
2022-01-24 17:00:00,38848,65442,70624,24312,59005,27928,36800,43986,190285,56412,40331,29301,152022,29730,216211,147428,244574,51644,33372,37061,19272,139824,141295,21575,52887,123360,41369,63198,14729,110874,17534,25232,60066,201754,85592,97052,60617,134764,26749,28638,38813,7893,40829,35969,77761,82938,56645,52702,45070,65434,42718,77212,31464,18894,68940,655747,146511,184688,562632,62057,20727,11731,190953,141543,73133,103298,104158,47857,45995,52429,77647,57509,56097,36487,52719,39762,86522,62402,106052,23508,94487,588453,40986,152119,31524,42494,42423,51114,34547,19727,76438,48262,32415,417951,39247,111193,189744,53513,101108,185503,161561,29408,28146,195129,18443,175681,37322
2022-01-25 17:00:00,39550,66828,72809,24782,60221,28918,37614,44676,194132,57992,42228,29937,154708,30590,219464,151202,249288,52755,33743,37630,19501,142051,142935,21907,54116,124821,41497,64301,14876,113290,17653,26141,60865,205679,87788,98552,61830,138805,27246,29396,39709,8033,41877,36866,79638,85074,57525,54211,45582,66723,44181,78847,32020,19424,69797,663579,148923,187277,572287,63512,21252,12096,200442,143004,74567,104999,105835,49837,47142,53048,79346,58742,57511,37291,53655,40678,87744,62717,106932,23861,95637,601306,43044,155169,31640,43596,43112,51946,34973,19783,78164,49335,33025,427978,39667,113933,198189,54399,102841,187544,169049,29974,28809,204575,18777,184872,38191
2022-01-26 17:00:00,40016,67913,74445,25137,60984,29746,38203,47158,196849,58915,43010,30384,157655,31191,223745,153775,253249,53557,33987,38166,19806,143944,144328,22174,55136,126342,41671,65318,15094,115069,17816,26838,62292,208958,89234,100652,62854,141863,27690,29919,40577,8185,42612,37519,80988,86692,58257,55330,46246,67788,45506,80282,32444,19786,70823,671881,151403,189854,580213,64463,21636,12426,204056,145331,76569,106587,107457,51274,48013,53989,80535,59620,58676,37917,54468,41482,89125,63364,109307,24155,97319,612913,43860,155236,31915,44555,43594,52732,35311,20011,79312,50138,33474,435820,40083,116071,201995,55160,104489,189461,171767,30329,29344,208202,19037,188860,38903
2022-01-27 17:00:00,40386,68633,76281,25453,62198,30449,38641,47666,199371,59778,43383,30799,159910,31668,227690,156135,256686,54398,34213,38692,20140,145631,146053,22419,56084,127992,41866,66312,15322,116400,18002,27439,63492,212573,90469,102091,63838,144795,28256,30678,41362,8357,43319,38099,82292,88213,58926,56510,46791,68920,46864,81672,32882,20183,71834,679143,153100,191918,587329,65287,22007,12578,207383,147059,77858,108032,108827,52679,48835,54737,81884,60555,60391,38515,55314,42455,91338,63947,111174,24605,98725,623019,44558,157539,32218,45490,44483,53534,35825,20183,80317,51141,33895,442258,40496,117984,205873,56042,106329,191685,174650,30610,29740,211696,19282,192858,39526
2022-01-28 17:00:00,40839,69490,77749,25763,63186,31022,39099,48155,201741,60585,44177,31178,161860,32116,231586,158412,259626,55156,34464,39280,20416,147289,147655,22663,56958,129269,41950,67177,15559,117670,18160,28020,64632,215779,91737,103772,64644,147266,28951,31300,42027,8473,43988,38672,83440,89794,59435,57560,47199,69965,47847,82744,33284,20705,72767,685665,156129,193767,593848,66051,22399,12649,210479,148646,79188,109184,110288,53762,49573,55542,82992,61475,61805,39122,55980,43290,92836,64613,113144,24883,100009,632781,45303,159726,32556,46273,45004,54532,36120,20462,81308,51879,34302,448704,41000,119570,208323,56993,108592,193545,177258,30902,30129,214816,19559,196223,40195
2022-01-29 17:00:00,41369,70178,79231,26039,63995,31717,39482,48667,205034,61630,44865,31573,163769,32560,235360,160429,262415,56143,34742,39857,20684,148872,149168,22951,57776,130305,42170,67906,15773,118792,18313,28609,65645,218593,93468,105528,65586,149813,29480,31824,42670,8569,44734,39160,84683,92194,59923,58568,47610,70984,48834,83745,33637,21201,73814,691018,157973,195061,600126,66709,22726,12730,213397,150248,80322,110314,111559,54911,50289,56374,84123,62228,62898,39751,56755,44081,94312,65230,114831,25158,101219,641955,45942,161881,32782,47056,45531,55352,36445,20696,82781,52563,34758,454029,41644,121218,211219,57783,110305,195074,179562,31182,30495,217821,19803,199095,40762
2022-01-30 17:00:00,41695,70610,80451,26247,64744,32336,39780,49050,205723,61844,45283,31922,165258,32861,238384,161628,264573,56332,34862,40186,20922,150341,150546,23224,58529,131182,42273,68482,16021,119426,18438,29125,66589,220920,93768,106890,66534,151318,29782,32233,43182,8713,45326,39576,85741,92676,60380,59510,47929,71887,49893,84569,33988,21536,74824,695033,159780,196169,605543,67117,23114,12804,215378,151623,81548,111037,112796,55853,51010,56973,85021,62933,63621,40271,57389,44767,95461,65775,116419,25453,102349,650637,46359,164001,33074,47717,46017,55963,36722,20740,83081,53229,35068,457676,42028,122335,213114,58212,111473,196317,181459,31354,30683,219907,19925,201375,41312
2022-01-31 17:00:00,41859,71119,80968,26292,65087,32575,40065,49263,206547,62077,45478,31992,165742,33287,240086,162586,265246,56643,35168,40434,21058,151080,151352,23406,58877,131584,42286,68626,16276,120172,18502,29300,67420,222074,94150,107938,66801,152268,29907,32495,43379,8788,45579,39733,86270,93270,60475,59949,47996,72362,50314,84746,34148,21712,75615,696832,161171,196498,608617,67494,23144,12887,216046,152335,81838,111355,113255,56181,51308,57323,85428,63250,63880,40563,57697,45112,96465,66256,117651,25498,103033,656135,46615,164937,33174,48080,46261,56187,36765,20818,83346,53561,35183,460944,42273,122926,214148,58382,111932,197016,182164,31589,30914,220832,20189,202389,41588
2022-02-01 17:00:00,42632,71933,82771,26599,66008,33430,40498,49888,209051,62846,46107,32503,167589,33749,242082,165284,268213,57481,35346,41084,21353,153120,152997,23762,60019,132614,42393,69436,16381,121328,18666,30018,67887,224654,95434,108531,68008,154568,30300,33126,43782,8870,46433,40229,87762,95195,61032,60972,48370,73378,51643,85912,34569,22354,76474,702009,162227,198530,616281,68248,23442,12993,219409,153640,82883,112602,114737,57418,52245,57854,86670,64039,64969,41363,58364,45888,96841,67005,118175,25799,103402,664499,47333,167851,33291,48834,46848,57032,37007,20911,84492,54319,35651,466331,42657,124661,216233,59146,113310,198455,184446,31878,31336,224081,20489,205766,42355
2022-02-02 17:00:00,43240,72622,84117,26779,66767,33971,40866,50372,211206,63497,46661,32853,169158,34061,244010,166864,270586,58109,35775,41699,21727,154719,154577,24077,60758,133696,42540,70073,16751,122336,18896,30557,68857,226844,96501,109991,68893,156491,30694,33658,44452,9021,47054,40785,88700,96921,61462,61764,48756,74131,52844,86729,34839,22767,77820,706746,163181,199915,622092,68822,23767,13150,221850,155619,84233,113410,116151,58493,52867,58319,87498,64603,65954,41973,58909,46791,97951,67860,119621,26087,104606,672367,47888,169825,33570,49535,47373,58152,37202,21225,85295,54844,35989,471502,43261,125843,219373,59790,114732,199620,186693,32118,31610,226584,20835,208240,42936
2022-02-03 17:00:00,43784,73154,85440,26911,67492,34664,41119,50809,213335,64094,47111,33202,170367,34362,246718,168350,272496,58717,36254,42137,22018,156282,156172,24370,61563,134562,42864,70750,17143,123085,19031,31053,70645,229130,97557,111221,69691,157991,31248,34145,44954,9131,47685,41238,89931,98644,61786,62655,49110,75024,53887,87637,35138,23140,78621,711395,165130,200994,627902,69273,24009,13320,224008,157033,84978,114193,117315,59356,53438,58746,88450,65193,66806,42601,59477,47462,99020,68711,120605,26357,105455,681016,48389,171779,33819,50147,47857,58986,37432,21649,86232,55511,36436,475352,43573,126979,221195,60327,115888,201078,189054,32332,31845,228813,21190,210401,43600
2022-02-04 17:00:00,44234,73679,86552,27059,68107,35324,41421,51220,215248,64663,47500,33498,171419,34672,249101,169978,274043,59300,36620,42627,22315,157598,157761,24642,62243,135278,42982,71147,17300,123851,19231,31499,72552,230946,98557,112141,70439,159842,31489,34613,45278,9206,48167,41533,91983,100344,62064,63340,49321,75774,54766,88218,35402,23541,79718,714852,166366,201889,632980,69645,24267,13388,225854,158415,85823,114811,118346,60129,53920,59119,89234,65734,67561,43102,59940,48163,99921,69341,121772,26847,106252,688855,48787,173576,34187,50672,48240,59932,37587,21936,86940,56098,36775,479263,44015,127935,223032,60754,116857,202101,191067,32498,32117,230762,21424,212273,44186
2022-02-05 17:00:00,44813,74156,87266,27206,68630,35724,41676,51635,217036,65238,47911,33814,172531,34916,250933,171282,275582,59842,37810,43182,22639,158854,158965,24855,62889,135963,43111,71583,17563,124464,19401,31828,73206,232662,99481,112887,71294,161112,31843,35037,45617,9288,48687,41789,92856,101926,62346,64132,49546,76548,55287,88858,35678,23892,81138,718052,167635,202740,637743,70022,24511,13528,227892,160062,86624,115469,119318,60542,54420,59468,89990,66208,68320,43780,60419,48839,100687,69959,122669,27145,107047,695497,49166,175468,35277,51181,48674,60684,37738,22808,87728,56591,37189,482652,44462,128818,224931,61249,118033,203098,192673,32666,32336,232513,21468,213984,44679
2022-02-06 17:00:00,45247,74437,88016,27321,69162,36087,41845,52005,218483,65646,48219,34077,173307,35054,252514,172152,276835,60360,38804,43581,22908,160115,160365,25071,63579,136366,43203,71917,17638,124811,19555,32129,73866,234088,100221,113533,72007,162054,31985,35499,45886,9385,49177,42096,93729,103243,62586,64726,49751,77145,55881,89313,35912,24186,82175,720492,168599,203423,642141,70240,24808,13598,229272,161129,87268,115916,120301,60968,54809,59740,90549,66672,68727,44275,60788,49391,101396,71393,123748,27316,107793,701751,49474,177079,36162,51522,49120,61400,37893,23418,88380,57034,37505,484743,46555,129475,226386,61592,118678,203825,193766,32762,32461,233999,21507,215316,45151
2022-02-07 17:00:00,45495,74771,88354,27345,69471,36214,42035,52174,219189,65833,48317,34195,173532,35236,253913,172752,277304,60553,39222,43826,23058,160746,161187,25196,63914,136616,43227,71997,17795,125179,19633,32209,74381,234750,100596,114160,72187,162606,32046,35676,45934,9449,49434,42183,94134,103888,62646,65134,49789,77440,56171,89396,36016,24335,82835,721547,169405,203635,644513,70467,24876,13843,229758,161978,87563,116108,120705,61112,55078,59932,90830,66893,68935,44551,60931,49656,101868,72002,124453,27528,108376,706075,49602,177811,36398,51744,49303,61706,37928,23891,88589,57203,37672,486787,46904,129836,226841,61683,118953,204123,194254,32891,32583,234654,21661,215806,45343
2022-02-08 17:00:00,46165,75395,89230,27503,70093,36687,42324,52723,221792,66568,48762,34671,174599,35502,254965,174455,279062,61316,40315,44284,23334,162472,162686,25568,64782,137384,43321,72448,18113,125852,19837,32634,74649,236389,102061,114619,73166,164243,32391,36151,46354,9513,50151,42587,95195,106326,62986,65776,50029,78170,56886,90136,36320,24819,83725,725112,170107,204545,650141,70913,25209,14047,231971,163410,88173,116939,121547,61665,55650,60163,91658,67429,69634,45224,61370,50339,102285,73323,124741,27844,108790,713453,50106,180148,36970,52276,49741,62817,38082,24707,89788,57882,38039,490338,47785,130915,228737,62283,120042,205096,196106,33064,32859,236668,22007,217867,45951
