data,agrigento_infected,alessandria_infected,ancona_infected,aosta_infected,arezzo_infected,ascoli_piceno_infected,asti_infected,avellino_infected,bari_infected,barletta-andria-trani_infected,belluno_infected,benevento_infected,bergamo_infected,biella_infected,bologna_infected,bolzano_infected,brescia_infected,brindisi_infected,cagliari_infected,caltanissetta_infected,campobasso_infected,caserta_infected,catania_infected,catanzaro_infected,chieti_infected,como_infected,cosenza_infected,cremona_infected,crotone_infected,cuneo_infected,enna_infected,fermo_infected,ferrara_infected,firenze_infected,foggia_infected,forlì-cesena_infected,frosinone_infected,genova_infected,gorizia_infected,grosseto_infected,imperia_infected,isernia_infected,l'aquila_infected,la_spezia_infected,latina_infected,lecce_infected,lecco_infected,livorno_infected,lodi_infected,lucca_infected,macerata_infected,mantova_infected,massa_carrara_infected,matera_infected,messina_infected,milano_infected,modena_infected,monza_e_della_brianza_infected,napoli_infected,novara_infected,nuoro_infected,oristano_infected,padova_infected,palermo_infected,parma_infected,pavia_infected,perugia_infected,pesaro_e_urbino_infected,pescara_infected,piacenza_infected,pisa_infected,pistoia_infected,pordenone_infected,potenza_infected,prato_infected,ragusa_infected,ravenna_infected,reggio_di_calabria_infected,reggio_nell'emilia_infected,rieti_infected,rimini_infected,roma_infected,rovigo_infected,salerno_infected,sassari_infected,savona_infected,siena_infected,siracusa_infected,sondrio_infected,sud_sardegna_infected,taranto_infected,teramo_infected,terni_infected,torino_infected,trapani_infected,trento_infected,treviso_infected,trieste_infected,udine_infected,varese_infected,venezia_infected,verbano-cusio-ossola_infected,vercelli_infected,verona_infected,vibo_valentia_infected,vicenza_infected,viterbo_infected
2022-03-15 17:00:00,63919,84239,107379,29038,82402,46201,46096,64873,260830,77181,54290,43177,187841,38760,280474,196378,301602,73278,55054,54032,31114,192787,194144,31970,77887,148977,57416,79263,25474,133182,25415,40925,83068,260527,123804,124278,89687,187550,35683,44870,50958,11801,60838,48225,115975,148327,68286,77351,53404,92726,70361,99328,42141,32715,113857,783155,184021,219425,731457,76086,29325,23244,263520,206206,96741,127034,148686,71784,65517,64193,103332,74641,76789,57307,66548,64548,112216,102617,136337,34040,117239,850607,56500,213608,54141,59190,59891,81480,40866,36367,107061,69590,47082,535439,63773,143286,254660,69080,131515,220977,226330,36353,35851,262187,29284,243806,55034
2022-03-16 17:00:00,64982,84612,108102,29103,82968,46627,46278,65696,262873,77721,54464,43634,188313,38850,281436,197030,302495,73935,55628,54604,31455,194186,195022,32409,78343,149442,58332,79503,25760,133425,25568,41268,83377,261605,124604,124615,90503,188387,35804,45316,51114,11894,61267,48497,116833,150438,68595,77842,53550,93449,70833,99648,42424,33036,114829,786117,184449,220134,734900,76308,29558,23593,264831,208218,97027,127442,150376,72116,65857,64336,103889,74923,77062,57803,66756,65252,112507,103958,136765,34307,117531,856990,56770,215023,55112,59436,60460,82087,40967,36829,107827,70132,47598,536848,64412,143675,255459,69339,131882,221751,227639,36484,35946,263075,29688,244719,55466
2022-03-17 17:00:00,65942,85063,108985,29173,83549,47060,46441,66568,265373,78322,54634,44145,188871,38938,282417,197678,303480,74780,56206,55108,31701,195760,195988,32869,78905,150082,59331,79778,26235,133632,26181,41655,83650,262725,125618,124957,91432,189320,35909,45795,51307,11940,61773,48797,117907,153121,68894,78475,53681,94246,71404,100022,42717,33407,116956,789104,184932,220836,738715,76533,29719,23844,266282,209730,97254,127849,152173,72616,66297,64484,104480,75240,77371,58431,66969,65885,112889,105680,137186,34624,117823,863578,57069,216565,56147,59755,60965,82703,41064,37215,108658,70743,48212,538322,65196,144068,256701,69620,132387,222544,229110,36621,36074,264057,30032,245782,56062
2022-03-18 17:00:00,66951,85422,109866,29233,84133,47507,46570,67639,267976,78900,54789,44661,189424,39001,283361,198382,304398,75491,56764,55649,32031,197278,197123,33364,79582,150601,60447,80039,26569,133851,26354,42072,83961,263819,126649,125325,92227,190153,36009,46275,51462,12060,62343,49034,118976,155737,69219,79026,53824,95057,71943,100366,43031,33777,118424,791997,185506,221603,742415,76727,29916,24123,267634,211752,97626,128303,153787,73070,67091,64638,105119,75627,77603,58990,67173,66487,113333,106451,137713,34947,118074,869939,57352,218107,56868,59973,61590,83323,41187,37573,109584,71475,48777,539664,65919,144459,257926,69874,132824,223397,230253,36752,36175,264811,30290,246819,56518
2022-03-19 17:00:00,67758,85807,110644,29278,84716,47897,46690,68500,270227,79391,54956,45231,189896,39111,284447,198987,305288,76135,57223,56141,32348,198672,198031,33752,80067,151190,61433,80300,26913,134076,26507,42439,84243,264945,127633,125678,93093,191041,36112,46743,51616,12176,62788,49255,120022,157914,69498,79547,53956,95768,72431,100657,43352,34124,120211,794840,186048,222236,745819,76934,30084,24308,269290,213529,97900,128711,155168,73488,67465,64799,105748,75947,77886,59625,67381,67113,113676,107454,138168,35210,118314,876322,57636,219713,57632,60244,62192,83847,41302,37922,110363,72039,49299,541023,66700,144884,258961,70118,133352,224191,231648,36909,36263,265831,30472,247958,56946
2022-03-20 17:00:00,68395,86034,111332,29316,85122,48274,46776,69256,272077,79802,55094,45673,190270,39172,285446,199319,306018,76725,57603,56465,32676,199982,198740,34166,80571,151618,62222,80474,26950,134198,26614,42807,84558,265934,128364,126111,93807,191646,36179,47089,51739,12230,63170,49457,120718,160053,69745,80009,54058,96454,72898,100927,43628,34367,121514,796838,186507,222851,749050,77037,30193,24400,270350,215192,98140,129003,156613,73894,67836,64975,106187,76295,78082,60168,67581,67558,114045,108338,138621,35562,118603,881598,57835,221058,58278,60416,62617,84269,41456,38106,111041,72547,49694,541849,67023,145156,259828,70277,133643,224917,232486,36990,36325,266497,30540,248771,57321
2022-03-21 17:00:00,68791,86421,111662,29330,85307,48468,46887,69652,272923,80063,55124,45826,190394,39256,285922,199624,306355,76989,57801,56636,32804,200605,198988,34311,80832,151774,62832,80536,27290,134422,26780,42931,84770,266385,128674,126303,94105,191954,36198,47288,51779,12252,63333,49545,121164,161118,69810,80305,54078,96743,73101,100995,43742,34585,122292,797815,186924,223086,750721,77204,30239,24678,270768,216152,98323,129144,157214,74056,68015,65082,106359,76409,78144,60462,67660,67836,114260,108957,138900,35688,118774,884990,57925,221692,58483,60556,62823,84469,41481,38233,111293,72769,49818,542938,67510,145271,260156,70358,133764,225115,232909,37146,36378,266833,30953,249045,57464
2022-03-22 17:00:00,69805,86945,112663,29415,86040,49050,47054,70857,276592,80906,55405,46564,191071,39344,286656,200494,307741,78062,58569,57165,33026,202494,199812,35065,81580,152495,64069,80929,27826,134740,27048,43456,84906,267734,130208,126632,95282,193146,36318,47810,51993,12318,63976,49957,122603,164457,70346,80929,54237,97690,73796,101506,44212,35009,123856,801803,187343,224043,755504,77423,30684,24963,272765,217604,98495,129673,158951,74641,68571,65215,107136,76812,78459,61288,67904,68487,114467,109954,139226,36077,118981,892485,58330,223793,59627,60921,63532,85144,41631,38722,112696,73579,50449,544597,68134,145771,261188,70699,134381,226100,234585,37311,36494,268136,31412,250533,58136
2022-03-23 17:00:00,70577,87348,113480,29482,86627,49497,47204,71675,278847,81419,55580,47088,191647,39417,287697,201180,308849,78679,59173,57528,33395,203923,200841,35550,82148,153095,65003,81214,28222,134987,27178,43789,85289,268837,131122,127058,95998,193957,36471,48216,52174,12473,64504,50250,123405,166475,70678,81462,54416,98404,74302,101866,44588,35311,125317,804991,187877,224870,759196,77601,31012,25185,274309,220544,98905,130038,160520,75042,68975,65385,107696,77106,78727,62054,68086,69066,114872,111172,139706,36402,119280,898591,58669,225353,60356,61122,64057,85629,41769,39064,113567,74191,50944,546073,68964,146222,261760,71010,134880,226981,235975,37450,36572,269147,31686,251675,58527
2022-03-24 17:00:00,71415,87801,114367,29544,87199,49939,47364,72576,281532,82001,55802,47625,192213,39484,288854,201922,309952,79484,59709,57903,33751,205466,201918,36091,82768,153655,66141,81522,28596,135274,27359,44154,85601,270056,132165,127399,96862,194737,36595,48597,52380,12531,65026,50546,124385,168737,71056,82031,54548,99109,74874,102277,44922,35658,126710,808093,188545,225654,763301,77809,31324,25404,276049,222627,99225,130514,161856,75495,69402,65559,108323,77441,79012,62708,68315,69560,115332,112243,140227,36711,119559,905198,59021,227046,61115,61358,64532,86170,41902,39345,114522,74863,51342,547667,69622,146687,263820,71262,135431,227937,237405,37587,36674,270273,31962,252944,59002
2022-03-25 17:00:00,72152,88207,115129,29620,87785,50357,47498,73501,284111,82586,55978,48181,192723,39580,289902,202659,311038,80158,60222,58203,34099,206876,202684,36491,83379,154190,67073,81768,28921,135543,27464,44500,85920,271342,133119,127899,97729,195540,36728,48990,52518,12598,65424,50830,125313,170832,71327,82577,54683,99785,75347,102686,45256,35949,127711,811033,189186,226474,767237,78048,31657,25635,277576,224403,99554,130945,163227,75901,69851,65793,108892,77780,79236,63337,68557,70055,115683,113277,140735,37080,119901,911425,59402,228658,61694,61593,65030,86649,42023,39562,115399,75529,51800,549067,70273,147128,264877,71489,135890,228785,238783,37707,36751,271325,32227,254118,59418
2022-03-26 17:00:00,72826,88527,115888,29685,88270,50762,47632,74315,286681,83141,56158,48731,193272,39659,290867,203265,312080,80832,60757,58581,34380,208245,203480,36795,83973,154596,67963,82056,29243,135786,27774,44810,86231,272418,134153,128298,98484,196333,36826,49349,52659,12696,65962,51102,126345,172962,71673,83044,54771,100438,75729,103116,45534,36211,129051,813823,189841,227238,771047,78208,31997,25640,279099,226164,99884,131414,164476,76298,70241,65944,109454,78078,79504,64021,68785,70455,116064,114395,141238,37310,120168,917440,59741,230275,62342,61837,65438,87141,42148,39889,116289,76117,52157,550403,70887,147599,266233,71731,136465,229709,240128,37812,36830,272403,32402,255355,59831
2022-03-27 17:00:00,73329,88728,116541,29729,88650,51123,47701,75061,288508,83595,56293,49173,193683,39712,291614,203679,312927,81391,61199,58888,34689,209611,204156,37184,84575,154997,68632,82254,29346,135934,27963,45075,86583,273353,134912,128692,99220,196902,36912,49623,52804,12796,66380,51337,127115,174676,71919,83482,54898,101036,76139,103425,45815,36435,130126,816049,190396,227864,774483,78329,32174,25802,280240,227589,100230,131757,165623,76599,70635,66134,109946,78345,79684,64551,68972,70860,116423,115088,141793,37479,120438,922813,59967,231701,62839,62025,65731,87516,42249,40074,117060,76631,52492,551183,71343,147904,267053,71926,136795,230253,240947,37875,36882,273186,32438,256215,60192
2022-03-28 17:00:00,73359,89086,116728,29745,88805,51212,47824,75487,289330,83826,56350,49295,193831,39808,292539,203970,313323,81666,61436,58924,34809,210161,204311,37368,84854,155143,69180,82319,29586,136136,27968,45136,86852,273709,135266,128974,99456,197272,36941,49776,52834,12823,66516,51442,127475,175492,71987,83705,54920,101277,76216,103527,45912,36606,131161,817086,190814,228093,776459,78496,32245,26074,280564,227934,100439,131914,166224,76680,70853,66227,110104,78483,79744,64909,69046,70912,116751,115652,142148,37688,120678,926323,60096,232316,62978,62140,65914,87569,42264,40355,117315,76807,52562,552330,71388,148074,267434,71993,136938,230463,241312,37994,36943,273548,32665,256532,60295
2022-03-29 17:00:00,74226,89640,117745,29838,89495,51758,48020,76836,292683,84594,56621,50028,194653,39921,293407,205031,314935,82645,62240,59463,35084,212090,205373,37903,85796,155872,70447,82731,30103,136516,28103,45561,87021,275191,136624,129177,100550,198478,37122,50256,53073,12867,67237,51878,128979,178330,72489,84403,55068,102173,76847,104227,46374,36966,132160,821174,191409,229231,781693,78825,32708,26353,282812,229736,100623,132601,167823,77227,71480,66414,110921,78952,80080,65735,69376,71555,117067,117143,142438,38064,120874,934202,60574,234731,63945,62458,66423,88192,42430,40793,118746,77592,53045,554262,72195,148699,268774,72301,137592,231595,243051,38155,37061,275154,33058,258304,60872
2022-03-30 17:00:00,74850,90065,118545,29887,89993,52139,48180,77737,295194,85101,56807,50550,195276,40013,294715,197473,316003,83372,62800,59863,35447,213403,206265,38256,86458,156354,71353,83024,30401,136773,28377,45864,87438,276301,137560,129658,101454,199243,37231,50631,53252,13016,67685,52178,129921,180193,72858,84964,55227,102762,77253,104677,46695,37251,133471,824440,192045,230121,785697,79038,33050,26518,284475,231769,101125,133111,169200,77659,71947,66612,111552,79258,80357,66450,69559,71993,117599,118124,143079,38326,121244,940718,60944,236387,64547,62692,66809,88653,42519,41137,119817,78151,53427,555848,72950,149161,270382,72571,138074,232507,244553,38295,37180,276350,33360,259565,61205
2022-03-31 17:00:00,75327,90528,119339,29942,90458,52514,48387,78657,297534,85611,57055,51023,195815,40088,295883,198068,317212,84052,63301,60083,35768,214790,207079,38562,87142,156810,72081,83337,30622,137058,28481,46184,87776,277681,138404,130078,102216,200044,37361,50989,53430,13115,68151,52449,130873,182031,73261,85508,55381,103378,77663,105111,46967,37434,134573,827568,192797,230825,789523,79310,33269,26690,286301,232934,101522,133620,170341,78029,72405,66831,112171,79611,80532,66928,69800,72304,117963,118588,143578,38531,121572,947677,61297,238125,65016,62908,67266,89078,42662,41370,120655,78751,53724,557466,73431,149605,271596,72782,138535,233340,245973,38415,37274,277463,33568,260998,61583
2022-04-01 17:00:00,76000,90929,120071,30003,90940,52895,48569,79518,299767,86110,57215,51515,196419,40185,296910,185406,318379,84775,63849,60591,36022,216138,208261,39320,87787,157342,73011,83618,30960,137348,28800,46476,88115,278808,139318,130531,102962,200826,37563,51324,53609,13179,68599,52730,131828,183626,73601,86019,55512,103969,78112,105612,47245,37751,135859,830495,193523,231603,793070,79569,33584,26907,287961,234885,101944,134086,171558,78467,72897,67065,112692,79947,80791,67659,70019,72759,118505,119829,144286,38873,121932,953797,61649,239721,65548,63127,67659,89641,42783,41766,121504,79359,54062,559009,73938,149988,272894,73079,139160,234201,247294,38570,37379,278614,33771,262286,61880
2022-04-02 17:00:00,76559,91319,120757,30068,91439,53258,48746,80313,301971,86562,57445,51990,196995,40261,297931,185887,319467,85423,64327,60899,36408,217459,209074,39802,88391,157828,73865,83907,30997,137582,29008,46765,88461,279914,140127,130897,103975,201661,37687,51640,53768,13308,68991,53008,132798,185214,73966,86484,55648,104548,78517,106087,47523,37991,136643,833377,194270,232368,796417,79765,33823,27073,289399,236387,102349,134534,172555,78818,73310,67255,113256,80246,81030,68345,70252,73166,118956,120764,144931,39084,122225,960421,61981,241273,66057,63388,68018,90108,42875,42051,122389,79922,54329,560341,74464,150389,274029,73334,139681,235084,248566,38672,37463,279651,33947,263511,62177
2022-04-03 17:00:00,76890,91543,121396,30130,91757,53578,48867,81025,303567,86941,57613,52417,197389,40336,298644,186241,320221,85896,64710,61105,36669,218621,209692,40214,88893,158215,74458,84133,31015,137735,29080,46979,88815,280914,140679,131320,104559,202168,37766,51867,53874,13428,69304,53227,133446,186450,74233,86830,55749,105077,78863,106436,47745,38161,138153,835530,194886,232949,799130,79853,33930,27183,290367,237432,102775,134849,173441,79137,73702,67445,113701,80543,81185,68791,70447,73435,119464,121369,145605,39279,122601,965261,62233,242582,66370,63524,68321,90402,42963,42202,123042,80433,54590,561224,74976,150686,274938,73486,139998,235616,249370,38747,37505,280406,34002,264421,62443
2022-04-04 17:00:00,77143,91874,121718,30146,91893,53723,49029,81388,304484,87175,57645,52533,197522,40445,299430,186471,320593,86168,64861,61217,36787,219125,209984,40389,89147,158327,74972,84209,31566,137941,29250,47066,89049,281269,141012,131557,104737,202441,37781,52019,53904,13476,69412,53320,133710,187070,74284,87043,55766,105273,79035,106545,47846,38317,138640,836438,195318,233185,800842,80069,33990,27330,290661,238192,103068,135007,173870,79249,73946,67627,113834,80682,81252,69137,70523,73594,119751,121753,146100,39358,122780,968467,62372,243246,66523,63622,68460,90539,42979,42451,123327,80572,54640,562495,75298,150849,275380,73531,140150,235837,249721,38869,37586,280817,34373,264792,62550
2022-04-05 17:00:00,77813,92395,122645,30261,92528,54179,49234,82476,307451,87688,57921,53106,198264,40546,300343,187300,322092,87056,65654,61542,37080,220814,211068,41170,89903,158999,75917,84574,31857,138338,29396,47416,89192,282629,142101,131791,105595,203590,37970,52387,54071,13540,70010,53646,134781,188829,74831,87632,55943,105965,79521,107234,48228,38622,139870,840147,195903,234204,805335,80376,34364,27577,292796,239782,103293,135679,175035,79753,74583,67791,114546,81114,81566,69914,70855,74042,120065,123006,146487,39636,123044,975576,62809,245434,67257,63891,68932,91071,43102,42934,124489,81391,55064,564485,75787,151385,276760,73847,140875,236962,251238,39015,37731,282200,34733,266582,63137
2022-04-06 17:00:00,78271,92830,123255,30346,92954,54532,49448,83212,309425,88085,58174,53511,198882,40646,301564,187792,323251,87623,66231,61804,37407,222070,211859,41652,90434,159541,76610,84870,32095,138678,29493,47668,89696,283740,142788,132216,106302,204418,38133,52683,54255,13663,70452,53898,135563,190017,75183,88069,56128,106473,79841,107681,48510,38821,140801,843219,196544,234954,808707,80609,34693,27816,294070,241117,103866,136120,176125,80123,75015,67994,115072,81445,81815,70419,71053,74365,120569,123773,147326,39889,123344,981296,63164,246877,67735,64085,69275,91522,43213,43300,125365,81902,55380,566239,76316,151851,278052,74096,141328,237793,252542,39147,37815,283282,34890,267917,63457
2022-04-07 17:00:00,78709,93220,124000,30423,93357,54858,49630,84024,311413,88479,58384,53922,199449,40749,302654,188301,324455,88199,66815,62036,37750,223312,212619,42218,91049,160019,77359,85170,32301,139002,29687,47949,90006,284926,143502,132614,107014,205295,38287,52988,54404,13784,70884,54129,136401,191125,75572,88545,56251,106997,80279,108156,48819,39038,141374,846326,197367,235790,812009,80897,34930,28038,295639,242390,104283,136616,177093,80495,75488,68230,115609,81839,82055,71009,71323,74669,121093,124366,148012,40085,123719,986776,63512,248488,68229,64307,69622,91978,43348,43543,126109,82417,55643,568037,76765,152340,279376,74348,141874,238752,253836,39249,37957,284566,35092,269323,63822
2022-04-08 17:00:00,79139,93675,124647,30488,93773,55216,49827,84773,313255,88884,58586,54345,200031,40846,303816,188839,325543,88755,67339,62281,38040,224545,213570,42682,91667,160506,77967,85467,32514,139310,29769,48212,90390,286041,144162,133063,107639,206125,38407,53265,54573,13862,71243,54368,137143,192199,75912,88957,56391,107453,80649,108653,49109,39202,142655,849233,198123,236525,815228,81124,35220,28244,297003,243690,104748,137054,178040,80863,75945,68507,116082,82200,82278,71567,71524,74954,121576,125059,148689,40276,124076,991799,63889,250031,68680,64499,70016,92421,43471,43920,126879,82940,55910,569749,77310,152813,280600,74627,142370,239520,255136,39351,38051,285650,35281,270625,64090
2022-04-09 17:00:00,79537,94044,125200,30546,94126,55546,50006,85442,315184,89291,58788,54773,200564,40934,304773,189273,326581,89290,67806,62513,38181,225681,214359,43275,92340,161015,78613,85771,32691,139615,29934,48448,90704,287073,144904,133441,108246,206949,38554,53532,54713,13901,71626,54612,137798,193247,76273,89341,56528,107855,80993,109085,49409,39393,143263,852001,198860,237289,818305,81361,35468,28244,298432,244776,105155,137514,178866,81211,76440,68741,116550,82515,82486,72068,71774,75261,122086,125671,149423,40409,124411,997293,64213,251451,69200,64713,70379,92811,43615,44147,127643,83442,56181,571276,77779,153252,281809,74914,142920,240382,256364,39462,38159,286679,35350,271907,64456
2022-04-10 17:00:00,79837,94289,125719,30623,94414,55877,50119,86036,316582,89578,59068,55118,201019,41008,305789,189524,327377,89732,68249,62677,38497,226818,215006,43734,92848,161364,79076,85980,32704,139749,29978,48662,91066,287998,145415,133892,108975,207543,38624,53736,54877,14007,71932,54875,138401,194100,76559,89711,56651,108235,81309,109428,49663,39543,144365,854195,199410,237880,821054,81461,35609,28244,299453,245787,105562,137856,179709,81556,76825,68928,116979,82815,82664,72449,71944,75534,122576,126202,150114,40673,124731,1001800,64473,252761,69607,64847,70712,93131,43732,44363,128240,83842,56443,572189,78135,153605,282852,75116,143270,240991,257255,39540,38224,287501,35502,272856,64768
2022-04-11 17:00:00,79994,94704,125961,30641,94548,56017,50293,86300,317284,89712,59129,55205,201167,41134,306461,189663,327775,89895,68449,62780,38641,227268,215402,43955,93087,161496,79480,86043,32926,140017,29995,48744,91352,288388,145653,134114,109167,207850,38644,53871,54919,14044,72024,54980,138690,194522,76609,89896,56685,108378,81439,109510,49759,39636,144824,855061,199814,238123,822513,81628,35666,28686,299691,246362,105878,137998,180226,81651,77024,69086,117134,82957,82716,72700,72021,75676,122842,126566,150434,40807,124946,1004842,64588,253337,69732,64936,70861,93253,43750,44703,128419,84037,56528,573590,78320,153750,283230,75147,143373,241266,257570,39654,38303,287886,35715,273177,64891
2022-04-12 17:00:00,80535,95239,126774,30795,95044,56463,50534,87207,320101,90233,59463,55821,202001,41258,307216,190478,329246,90678,69201,63064,38883,228770,216466,44671,93887,162209,80192,86408,33185,140402,30196,49024,91501,289708,146650,134398,109930,209195,38778,54246,55103,14126,72507,55327,139795,195981,77129,90382,56849,108919,81940,110157,50167,39868,145902,858773,200459,239112,826577,81925,35998,28937,301581,247819,106101,138665,181176,82173,77635,69276,117819,83394,83037,73322,72287,76016,123209,127460,150826,41076,125214,1011282,65002,255424,70490,65227,71325,93836,43905,45302,129546,84758,56796,575712,78887,154270,284565,75514,144006,242383,259152,39778,38476,289276,35997,274834,65370
2022-04-13 17:00:00,80925,95667,127070,30888,95402,56696,50759,87788,321439,90525,59718,56130,202632,41368,308379,190892,330302,91086,69694,63263,39177,229830,217250,45204,94350,162741,80705,86694,33362,140777,30336,49135,91924,290705,147170,134851,110487,210018,38901,54487,55314,14278,72841,55598,140526,196698,77482,90804,56996,109316,82141,110567,50424,40027,146694,861617,201258,239916,829512,82150,36305,29126,302892,248754,106779,139106,182205,82364,78066,69503,118311,83670,83307,73760,72497,76253,123774,128023,151542,41300,125540,1016070,65320,256759,70913,65427,71686,94270,44012,45680,130131,85142,57088,577639,79298,154699,285944,75774,144410,243214,260435,39927,38606,290335,36206,276106,65695
2022-04-14 17:00:00,81253,96083,127633,30982,95768,57073,50987,88374,323349,90865,59982,56439,203283,41518,309603,191373,331370,91643,70198,63456,39447,230948,218128,45717,95046,163192,81304,86965,33551,141192,30427,49345,92265,291785,147850,135307,111205,210884,39032,54756,55488,14395,73140,55869,141238,197684,77803,91252,57130,109690,82469,111080,50657,40197,147212,864470,202062,240622,832605,82406,36502,29326,304348,250181,107201,139577,183099,82692,78558,69711,118853,83952,83604,74230,72715,76505,124196,128367,152214,41489,125923,1021274,65606,258226,71325,65644,71996,94613,44164,46078,130812,85591,57304,579642,79685,155162,287208,76050,144913,244148,261619,40055,38749,291408,36391,277358,66072
2022-04-15 17:00:00,81606,96518,128219,31051,96112,57435,51181,88978,324933,91199,60219,56806,203789,41651,310447,191809,332388,92084,70724,63627,39698,232160,218966,46243,95696,163757,81863,87225,33703,141566,30505,49566,92577,292900,148434,135710,111702,211710,39173,55008,55676,14498,73433,56092,141982,198492,78124,91698,57262,110107,82803,111449,50861,40381,148029,867105,202797,241404,835668,82628,36819,29509,305582,251262,107668,140016,183903,83027,79032,69894,119310,84274,83847,74655,72911,76770,124688,128867,152874,41673,126279,1026525,65890,259597,71722,65858,72326,95084,44296,46458,131446,86087,57553,581343,80057,155583,288319,76242,145375,244847,262735,40175,38867,292437,36505,278573,66343
2022-04-16 17:00:00,81976,96899,128689,31149,96501,57821,51444,89607,326887,91590,60451,57196,204359,41785,311491,192242,333421,92558,71183,63795,39956,233357,219958,46670,96324,164285,82439,87490,33915,141914,30715,49786,92871,293927,149107,136114,112159,212554,39296,55247,55843,14617,73746,56326,142757,199448,78416,92094,57410,110489,83117,111850,51104,40586,149203,870045,203525,242215,838831,82862,37039,29577,306907,252405,108066,140446,184786,83343,79480,70097,119834,84535,84099,75137,73108,77029,125157,129415,153573,41863,126600,1031728,66152,261112,72209,66041,72651,95512,44446,46867,132198,86550,57785,583184,80435,155998,289395,76497,145896,245668,263862,40293,38975,293517,36601,279712,66612
2022-04-17 17:00:00,82269,97124,129162,31234,96769,58158,51595,90143,328299,91794,60620,57522,204814,41858,312513,192528,334205,92987,71628,63939,40229,234514,220746,47086,96954,164692,82930,87686,33918,142144,30788,49978,93176,294740,149541,136577,112626,213181,39373,55456,55971,14767,74033,56548,143438,200175,78666,92467,57491,110803,83401,112132,51304,40762,150003,872010,204182,242759,841738,82972,37039,29677,307883,253457,108509,140806,185494,83648,79944,70291,120246,84822,84263,75477,73292,77255,125659,129863,154124,42032,126942,1036352,66355,262521,72597,66212,72954,95896,44554,47094,132723,86995,58005,584266,80723,156310,290255,76639,146213,246253,264601,40381,39039,294373,36729,280561,66869
2022-04-18 17:00:00,82404,97243,129337,31250,96874,58278,51664,90291,328784,91912,60718,57582,204942,41890,313090,192707,334406,93149,71758,64065,40311,234806,220990,47179,97169,164798,83109,87723,34115,142236,30813,50040,93440,294911,149679,136791,112705,213412,39390,55514,56012,14797,74100,56630,143563,200473,78727,92545,57512,110873,83536,112192,51337,40826,150283,872552,204610,242924,842817,83016,37039,29767,308109,253826,108800,140920,185843,83732,80086,70395,120341,84870,84294,75567,73326,77340,125922,130026,154662,42091,127133,1038012,66441,262864,72656,66271,73028,96010,44578,47142,132871,87109,58093,584648,80909,156417,290615,76676,146296,246340,264962,40425,39063,294628,36849,280833,66932
2022-04-19 17:00:00,82502,97685,129568,31278,97000,58466,51871,90617,329602,92080,60795,57681,205093,42033,313513,192902,334771,93365,71896,64156,40481,235362,221303,47319,97415,164865,83512,87762,34175,142639,30853,50147,93536,295227,149937,136983,112802,213777,39424,55606,56104,14852,74210,56740,143831,200971,78792,92653,57531,111038,83687,112293,51396,40938,150748,873345,204887,243135,844409,83262,37277,29984,308415,254429,108964,141104,186212,83887,80326,70471,120468,84992,84337,75908,73391,77524,126170,130228,154829,42179,127236,1040207,66590,263494,72793,66390,73128,96129,44621,47395,133104,87347,58143,586404,81074,156587,291101,76730,146399,246523,265301,40567,39189,294928,36876,281147,67024
2022-04-20 17:00:00,83255,98293,130372,31442,97547,59062,52164,91824,332694,92590,61071,58462,206026,42219,314495,193642,336443,94404,72884,64489,40724,237450,222843,48374,98645,165870,84503,88324,34570,143132,31133,50481,93655,296814,151026,137317,113676,215200,39565,55987,56404,14926,74844,57166,145252,202652,79359,93310,57748,111709,84179,113139,51831,41359,151802,877745,205588,244415,849903,83601,37495,30242,310603,256106,109130,141819,187363,84434,81165,70684,121311,85524,84668,76684,73756,77997,126484,131120,155111,42521,127492,1047672,66987,266045,73378,66729,73674,96965,44807,48216,134460,88252,58562,589218,81762,157205,292731,77079,147049,247812,266993,40750,39430,296709,37068,282778,67603
2022-04-21 17:00:00,83723,98614,130924,31551,97961,59458,52362,92581,334827,92885,61345,58990,206760,42304,315663,194291,337510,95032,73515,64727,41090,238929,223945,48857,99377,166541,85256,88613,34851,143414,31220,50733,94132,298074,151737,137742,114232,216182,39682,56243,56633,15123,75266,57491,146080,203746,79787,93803,57892,112215,84552,113577,52107,41677,153218,880847,206456,245291,853992,83797,38018,30469,312174,257465,109891,142356,188443,84769,81666,70900,121879,85846,84988,77304,74016,78366,126985,131744,156121,42808,127875,1053866,67253,267828,74102,66921,74032,97499,44961,48806,135367,88793,58917,590625,82252,157701,294085,77366,147604,248750,268308,40819,39534,297938,37222,284057,67940
2022-04-22 17:00:00,84217,99060,131508,31647,98365,59865,52614,93293,336852,93227,61555,59455,207411,42446,316810,194688,338659,95671,74144,64975,41415,240429,225054,49430,100189,167092,86091,88911,35078,143871,31407,50998,94480,299235,152469,138267,114793,217122,39814,56531,56893,15256,75737,57801,146931,204858,80182,94251,58045,112653,84956,114048,52346,41978,154200,883812,207417,246072,858270,84085,38313,30705,313610,258739,110403,142895,189456,85159,82320,71169,122395,86238,85244,77838,74239,78706,127468,132393,156841,43033,128270,1059243,67571,269637,74564,67159,74387,98004,45136,49366,136228,89391,59168,592704,82729,158182,295370,77620,148133,249541,269504,40971,39679,299028,37404,285284,68267
